country,indicator,date,value,unit
euro-area,interest-rate,2022-07-21,0.5,%
euro-area,interest-rate,2022-08-31,0.5,%
euro-area,interest-rate,2022-09-08,1.25,%
euro-area,interest-rate,2022-10-27,2.0,%
euro-area,interest-rate,2022-11-30,2.0,%
euro-area,interest-rate,2022-12-15,2.5,%
euro-area,interest-rate,2023-01-31,2.5,%
euro-area,interest-rate,2023-02-02,3.0,%
euro-area,interest-rate,2023-03-16,3.5,%
euro-area,interest-rate,2023-04-30,3.5,%
euro-area,interest-rate,2023-05-10,3.75,%
euro-area,interest-rate,2023-06-15,4.0,%
euro-area,interest-rate,2023-07-27,4.25,%
euro-area,interest-rate,2023-08-31,4.25,%
euro-area,interest-rate,2023-09-14,4.5,%
euro-area,interest-rate,2023-10-26,4.5,%
euro-area,interest-rate,2023-11-30,4.5,%
euro-area,interest-rate,2023-12-14,4.5,%
euro-area,interest-rate,2024-01-25,4.5,%
euro-area,interest-rate,2024-02-29,4.5,%
euro-area,interest-rate,2024-03-31,4.5,%
euro-area,interest-rate,2024-04-11,4.5,%
euro-area,interest-rate,2024-05-31,4.5,%
euro-area,interest-rate,2024-06-06,4.25,%
euro-area,interest-rate,2024-07-18,4.25,%
euro-area,interest-rate,2024-08-31,4.25,%
euro-area,interest-rate,2024-09-12,3.65,%
euro-area,interest-rate,2024-10-17,3.4,%
euro-area,interest-rate,2024-11-30,3.4,%
euro-area,interest-rate,2024-12-12,3.15,%
euro-area,interest-rate,2025-01-30,2.9,%
euro-area,interest-rate,2025-02-28,2.9,%
euro-area,interest-rate,2025-03-06,2.65,%
