country,indicator,date,value,unit
china,balance-of-trade,2003-07-01,1.59,USD Billion
china,balance-of-trade,2003-08-01,2.8,USD Billion
china,balance-of-trade,2003-09-01,0.3,USD Billion
china,balance-of-trade,2003-10-01,5.74,USD Billion
china,balance-of-trade,2003-11-01,4.89,USD Billion
china,balance-of-trade,2003-12-01,5.75,USD Billion
china,balance-of-trade,2004-02-01,-7.97,USD Billion
china,balance-of-trade,2004-03-01,-0.63,USD Billion
china,balance-of-trade,2004-04-01,-2.42,USD Billion
china,balance-of-trade,2004-05-01,1.86,USD Billion
china,balance-of-trade,2004-06-01,1.63,USD Billion
china,balance-of-trade,2004-07-01,1.97,USD Billion
china,balance-of-trade,2004-08-01,4.52,USD Billion
china,balance-of-trade,2004-09-01,5.04,USD Billion
china,balance-of-trade,2004-10-01,7.07,USD Billion
china,balance-of-trade,2004-11-01,9.93,USD Billion
china,balance-of-trade,2004-12-01,11.11,USD Billion
china,balance-of-trade,2005-01-01,6.47,USD Billion
china,balance-of-trade,2005-02-01,4.38,USD Billion
china,balance-of-trade,2005-03-01,5.64,USD Billion
china,balance-of-trade,2005-04-01,4.43,USD Billion
china,balance-of-trade,2005-05-01,9.03,USD Billion
china,balance-of-trade,2005-06-01,9.73,USD Billion
china,balance-of-trade,2005-07-01,10.64,USD Billion
china,balance-of-trade,2005-08-01,10.6,USD Billion
china,balance-of-trade,2005-09-01,7.58,USD Billion
china,balance-of-trade,2005-10-01,11.98,USD Billion
china,balance-of-trade,2005-11-01,10.54,USD Billion
china,balance-of-trade,2005-12-01,11.02,USD Billion
china,balance-of-trade,2006-01-01,9.63,USD Billion
china,balance-of-trade,2006-02-01,2.53,USD Billion
china,balance-of-trade,2006-03-01,11.15,USD Billion
china,balance-of-trade,2006-04-01,10.38,USD Billion
china,balance-of-trade,2006-05-01,12.95,USD Billion
china,balance-of-trade,2006-06-01,14.42,USD Billion
china,balance-of-trade,2006-07-01,14.57,USD Billion
china,balance-of-trade,2006-08-01,18.81,USD Billion
china,balance-of-trade,2006-09-01,15.31,USD Billion
china,balance-of-trade,2006-10-01,23.83,USD Billion
china,balance-of-trade,2006-11-01,22.9,USD Billion
china,balance-of-trade,2006-12-01,21.0,USD Billion
china,balance-of-trade,2007-01-01,15.87,USD Billion
china,balance-of-trade,2007-02-01,23.79,USD Billion
china,balance-of-trade,2007-03-01,6.89,USD Billion
china,balance-of-trade,2007-04-01,16.73,USD Billion
china,balance-of-trade,2007-05-01,22.43,USD Billion
china,balance-of-trade,2007-06-01,26.93,USD Billion
china,balance-of-trade,2007-07-01,24.48,USD Billion
china,balance-of-trade,2007-08-01,25.2,USD Billion
china,balance-of-trade,2007-09-01,24.09,USD Billion
china,balance-of-trade,2007-10-01,27.2,USD Billion
china,balance-of-trade,2007-11-01,26.39,USD Billion
china,balance-of-trade,2007-12-01,22.69,USD Billion
china,balance-of-trade,2008-01-01,19.48,USD Billion
china,balance-of-trade,2008-02-01,8.22,USD Billion
china,balance-of-trade,2008-03-01,13.13,USD Billion
china,balance-of-trade,2008-04-01,16.61,USD Billion
china,balance-of-trade,2008-05-01,19.92,USD Billion
china,balance-of-trade,2008-06-01,20.87,USD Billion
china,balance-of-trade,2008-07-01,25.43,USD Billion
china,balance-of-trade,2008-08-01,29.39,USD Billion
china,balance-of-trade,2008-09-01,29.97,USD Billion
china,balance-of-trade,2008-10-01,35.79,USD Billion
china,balance-of-trade,2008-11-01,40.33,USD Billion
china,balance-of-trade,2008-12-01,39.01,USD Billion
china,balance-of-trade,2009-01-01,39.11,USD Billion
china,balance-of-trade,2009-02-01,4.81,USD Billion
china,balance-of-trade,2009-03-01,18.37,USD Billion
china,balance-of-trade,2009-04-01,12.94,USD Billion
china,balance-of-trade,2009-05-01,13.03,USD Billion
china,balance-of-trade,2009-06-01,7.95,USD Billion
china,balance-of-trade,2009-07-01,10.24,USD Billion
china,balance-of-trade,2009-08-01,15.42,USD Billion
china,balance-of-trade,2009-09-01,12.67,USD Billion
china,balance-of-trade,2009-10-01,23.79,USD Billion
china,balance-of-trade,2009-11-01,18.7,USD Billion
china,balance-of-trade,2009-12-01,18.39,USD Billion
china,balance-of-trade,2010-01-01,13.98,USD Billion
china,balance-of-trade,2010-02-01,7.43,USD Billion
china,balance-of-trade,2010-03-01,-7.38,USD Billion
china,balance-of-trade,2010-04-01,1.44,USD Billion
china,balance-of-trade,2010-05-01,19.49,USD Billion
china,balance-of-trade,2010-06-01,20.15,USD Billion
china,balance-of-trade,2010-07-01,28.65,USD Billion
china,balance-of-trade,2010-08-01,19.98,USD Billion
china,balance-of-trade,2010-09-01,16.88,USD Billion
china,balance-of-trade,2010-10-01,27.04,USD Billion
china,balance-of-trade,2010-11-01,22.64,USD Billion
china,balance-of-trade,2010-12-01,12.95,USD Billion
china,balance-of-trade,2011-01-01,5.78,USD Billion
china,balance-of-trade,2011-02-01,-7.87,USD Billion
china,balance-of-trade,2011-03-01,-0.19,USD Billion
china,balance-of-trade,2011-04-01,11.22,USD Billion
china,balance-of-trade,2011-05-01,12.93,USD Billion
china,balance-of-trade,2011-06-01,22.19,USD Billion
china,balance-of-trade,2011-07-01,30.14,USD Billion
china,balance-of-trade,2011-08-01,17.86,USD Billion
china,balance-of-trade,2011-09-01,14.59,USD Billion
china,balance-of-trade,2011-10-01,17.13,USD Billion
china,balance-of-trade,2011-11-01,14.66,USD Billion
china,balance-of-trade,2011-12-01,16.46,USD Billion
china,balance-of-trade,2012-01-01,27.01,USD Billion
china,balance-of-trade,2012-02-01,-32.0,USD Billion
china,balance-of-trade,2012-03-01,5.18,USD Billion
china,balance-of-trade,2012-04-01,18.56,USD Billion
china,balance-of-trade,2012-05-01,18.19,USD Billion
china,balance-of-trade,2012-06-01,31.65,USD Billion
china,balance-of-trade,2012-07-01,25.3,USD Billion
china,balance-of-trade,2012-08-01,26.42,USD Billion
china,balance-of-trade,2012-09-01,27.46,USD Billion
china,balance-of-trade,2012-10-01,32.07,USD Billion
china,balance-of-trade,2012-11-01,19.48,USD Billion
china,balance-of-trade,2012-12-01,30.99,USD Billion
china,balance-of-trade,2013-01-01,28.09,USD Billion
china,balance-of-trade,2013-02-01,14.88,USD Billion
china,balance-of-trade,2013-03-01,-0.91,USD Billion
china,balance-of-trade,2013-04-01,18.36,USD Billion
china,balance-of-trade,2013-05-01,20.66,USD Billion
china,balance-of-trade,2013-06-01,27.27,USD Billion
china,balance-of-trade,2013-07-01,17.76,USD Billion
china,balance-of-trade,2013-08-01,28.13,USD Billion
china,balance-of-trade,2013-09-01,14.75,USD Billion
china,balance-of-trade,2013-10-01,31.04,USD Billion
china,balance-of-trade,2013-11-01,33.75,USD Billion
china,balance-of-trade,2013-12-01,25.23,USD Billion
china,balance-of-trade,2014-01-01,32.02,USD Billion
china,balance-of-trade,2014-02-01,-22.57,USD Billion
china,balance-of-trade,2014-03-01,7.99,USD Billion
china,balance-of-trade,2014-04-01,18.66,USD Billion
china,balance-of-trade,2014-05-01,36.24,USD Billion
china,balance-of-trade,2014-06-01,31.89,USD Billion
china,balance-of-trade,2014-07-01,47.35,USD Billion
china,balance-of-trade,2014-08-01,49.88,USD Billion
china,balance-of-trade,2014-09-01,31.21,USD Billion
china,balance-of-trade,2014-10-01,45.7,USD Billion
china,balance-of-trade,2014-11-01,54.77,USD Billion
china,balance-of-trade,2014-12-01,49.92,USD Billion
china,balance-of-trade,2015-01-01,59.32,USD Billion
china,balance-of-trade,2015-02-01,60.46,USD Billion
china,balance-of-trade,2015-03-01,2.52,USD Billion
china,balance-of-trade,2015-04-01,33.2,USD Billion
china,balance-of-trade,2015-05-01,57.16,USD Billion
china,balance-of-trade,2015-06-01,45.2,USD Billion
china,balance-of-trade,2015-07-01,41.87,USD Billion
china,balance-of-trade,2015-08-01,59.69,USD Billion
china,balance-of-trade,2015-09-01,59.61,USD Billion
china,balance-of-trade,2015-10-01,61.29,USD Billion
china,balance-of-trade,2015-11-01,53.98,USD Billion
china,balance-of-trade,2015-12-01,59.63,USD Billion
china,balance-of-trade,2016-01-01,56.85,USD Billion
china,balance-of-trade,2016-02-01,28.15,USD Billion
china,balance-of-trade,2016-03-01,24.91,USD Billion
china,balance-of-trade,2016-04-01,39.86,USD Billion
china,balance-of-trade,2016-05-01,44.84,USD Billion
china,balance-of-trade,2016-06-01,45.34,USD Billion
china,balance-of-trade,2016-07-01,48.35,USD Billion
china,balance-of-trade,2016-08-01,50.1,USD Billion
china,balance-of-trade,2016-09-01,40.43,USD Billion
china,balance-of-trade,2016-10-01,48.17,USD Billion
china,balance-of-trade,2016-11-01,43.08,USD Billion
china,balance-of-trade,2016-12-01,39.63,USD Billion
china,balance-of-trade,2017-01-01,48.68,USD Billion
china,balance-of-trade,2017-02-01,-10.94,USD Billion
china,balance-of-trade,2017-03-01,22.71,USD Billion
china,balance-of-trade,2017-04-01,36.51,USD Billion
china,balance-of-trade,2017-05-01,39.92,USD Billion
china,balance-of-trade,2017-06-01,41.22,USD Billion
china,balance-of-trade,2017-07-01,44.85,USD Billion
china,balance-of-trade,2017-08-01,40.05,USD Billion
china,balance-of-trade,2017-09-01,27.38,USD Billion
china,balance-of-trade,2017-10-01,36.9,USD Billion
china,balance-of-trade,2017-11-01,38.43,USD Billion
china,balance-of-trade,2017-12-01,53.85,USD Billion
china,balance-of-trade,2018-01-01,18.32,USD Billion
china,balance-of-trade,2018-02-01,32.2,USD Billion
china,balance-of-trade,2018-03-01,-5.79,USD Billion
china,balance-of-trade,2018-04-01,26.22,USD Billion
china,balance-of-trade,2018-05-01,23.42,USD Billion
china,balance-of-trade,2018-06-01,40.91,USD Billion
china,balance-of-trade,2018-07-01,27.49,USD Billion
china,balance-of-trade,2018-08-01,26.3,USD Billion
china,balance-of-trade,2018-09-01,30.26,USD Billion
china,balance-of-trade,2018-10-01,32.97,USD Billion
china,balance-of-trade,2018-11-01,41.86,USD Billion
china,balance-of-trade,2018-12-01,56.8,USD Billion
china,balance-of-trade,2019-01-01,38.34,USD Billion
china,balance-of-trade,2019-02-01,2.96,USD Billion
china,balance-of-trade,2019-03-01,31.37,USD Billion
china,balance-of-trade,2019-04-01,13.07,USD Billion
china,balance-of-trade,2019-05-01,41.14,USD Billion
china,balance-of-trade,2019-06-01,49.65,USD Billion
china,balance-of-trade,2019-07-01,44.01,USD Billion
china,balance-of-trade,2019-08-01,34.72,USD Billion
china,balance-of-trade,2019-09-01,39.08,USD Billion
china,balance-of-trade,2019-10-01,42.31,USD Billion
china,balance-of-trade,2019-11-01,37.18,USD Billion
china,balance-of-trade,2019-12-01,47.25,USD Billion
china,balance-of-trade,2020-01-01,54.67,USD Billion
china,balance-of-trade,2020-02-01,-61.99,USD Billion
china,balance-of-trade,2020-03-01,19.97,USD Billion
china,balance-of-trade,2020-04-01,44.94,USD Billion
china,balance-of-trade,2020-05-01,61.62,USD Billion
china,balance-of-trade,2020-06-01,44.68,USD Billion
china,balance-of-trade,2020-07-01,60.31,USD Billion
china,balance-of-trade,2020-08-01,57.1,USD Billion
china,balance-of-trade,2020-09-01,35.34,USD Billion
china,balance-of-trade,2020-10-01,57.32,USD Billion
china,balance-of-trade,2020-11-01,74.25,USD Billion
china,balance-of-trade,2020-12-01,75.79,USD Billion
china,balance-of-trade,2021-01-01,61.41,USD Billion
china,balance-of-trade,2021-02-01,35.01,USD Billion
china,balance-of-trade,2021-03-01,11.55,USD Billion
china,balance-of-trade,2021-04-01,40.47,USD Billion
china,balance-of-trade,2021-05-01,42.84,USD Billion
china,balance-of-trade,2021-06-01,49.44,USD Billion
china,balance-of-trade,2021-07-01,54.84,USD Billion
china,balance-of-trade,2021-08-01,58.45,USD Billion
china,balance-of-trade,2021-09-01,67.54,USD Billion
china,balance-of-trade,2021-10-01,84.41,USD Billion
china,balance-of-trade,2021-11-01,71.27,USD Billion
china,balance-of-trade,2021-12-01,93.21,USD Billion
china,balance-of-trade,2022-01-01,81.02,USD Billion
china,balance-of-trade,2022-02-01,27.35,USD Billion
china,balance-of-trade,2022-03-01,43.36,USD Billion
china,balance-of-trade,2022-04-01,47.97,USD Billion
china,balance-of-trade,2022-05-01,77.0,USD Billion
china,balance-of-trade,2022-06-01,94.21,USD Billion
china,balance-of-trade,2022-07-01,99.29,USD Billion
china,balance-of-trade,2022-08-01,78.76,USD Billion
china,balance-of-trade,2022-09-01,82.67,USD Billion
china,balance-of-trade,2022-10-01,82.35,USD Billion
china,balance-of-trade,2022-11-01,66.49,USD Billion
china,balance-of-trade,2022-12-01,70.65,USD Billion
china,balance-of-trade,2023-01-01,92.62,USD Billion
china,balance-of-trade,2023-02-01,11.8,USD Billion
china,balance-of-trade,2023-03-01,78.43,USD Billion
china,balance-of-trade,2023-04-01,86.46,USD Billion
china,balance-of-trade,2023-05-01,65.55,USD Billion
china,balance-of-trade,2023-06-01,69.8,USD Billion
china,balance-of-trade,2023-07-01,80.22,USD Billion
china,balance-of-trade,2023-08-01,67.81,USD Billion
china,balance-of-trade,2023-09-01,75.5,USD Billion
