,open,high,low,close,ohlc_avg
open,1.0,0.9998605826775379,0.9998253357227003,0.9996816568604133,0.9999158156672504
high,0.9998605826775379,1.0,0.999767223033731,0.9998244642035494,0.9999377051451543
low,0.9998253357227003,0.999767223033731,1.0,0.9998599070616595,0.9999360685013947
close,0.9996816568604133,0.9998244642035494,0.9998599070616595,1.0,0.9999151799753915
ohlc_avg,0.9999158156672504,0.9999377051451543,0.9999360685013947,0.9999151799753915,1.0
