mae,rmse,mape,r2,company,split
0.3482551455636019,0.4474691745245177,0.02333063013245629,-0.17604467478181762,Alphabet Inc.,0
0.573356330309954,0.7177168117775963,0.022174672209207307,-1.2367137872097689,Alphabet Inc.,1
0.5798022557432176,0.6788736993860988,0.012624765333268445,-3.4123878612353025,Alphabet Inc.,2
3.9883123669976457,5.458886700993757,0.058228175632514145,-1.0333193578198112,Alphabet Inc.,3
5.404382552392937,5.589735836284677,0.04919089600921836,-3.5761466374516955,Alphabet Inc.,4
0.25365596267571033,0.28232047419207523,0.02234433435288076,-2.3714669492846423,"Amazon.com, Inc.",0
0.391422900481864,0.43409746221623163,0.026158819916504362,0.07911094369530836,"Amazon.com, Inc.",1
2.1508984221162555,2.3821521998584845,0.04326421808673781,-3.0049071815359367,"Amazon.com, Inc.",2
3.0276177294478983,3.241877190676774,0.028426633478986284,-1.07142039300903,"Amazon.com, Inc.",3
4.8050443223072605,5.618437570749255,0.037419968328498504,-1.6570394887541973,"Amazon.com, Inc.",4
0.4483816604163568,0.4914890236506673,0.021244041263346412,0.3022810604677839,Apple Inc.,0
0.7063476818906281,0.8818416775308154,0.026124220666395925,-1.660388102257445,Apple Inc.,1
0.7119960191300088,0.7923918562365652,0.018524077377808038,0.11318704757179376,Apple Inc.,2
1.3789784711860549,1.6973079609158361,0.017306762610288545,-2.170847327359258,Apple Inc.,3
9.868456373262749,11.219608476340715,0.0616829506371964,-4.284355906170597,Apple Inc.,4
3.491078184343846,4.424809942351385,0.04752537614168954,-0.9487769496343019,"Meta Platforms, Inc.",0
1.3770722932157085,1.716075460493343,0.010669898519678003,0.10640708349632333,"Meta Platforms, Inc.",1
4.659441966583367,6.222548906916546,0.03140755945719443,-0.2656904501999955,"Meta Platforms, Inc.",2
8.632489917831213,10.013487129436486,0.03117247455753177,-3.792312779028789,"Meta Platforms, Inc.",3
13.889401829680628,19.240325260979702,0.08626874557565939,-1.0467520514304995,"Meta Platforms, Inc.",4
0.3896791383399293,0.49463502620717353,0.012769236864309438,-1.0850133722301187,Microsoft Corporation,0
0.8127664927113656,0.955365833482805,0.017632936784366043,-2.2095107471536197,Microsoft Corporation,1
1.583938347764996,1.6895381634827427,0.02182090491152866,-9.59949428301566,Microsoft Corporation,2
3.637553088701148,5.155577474483578,0.02026259351920152,-0.0848441478286388,Microsoft Corporation,3
14.359999478019455,16.99801252452989,0.05513679591040366,-3.14454638102689,Microsoft Corporation,4
0.008648741192073862,0.010150870479128367,0.02621951606925621,-0.00524717355715576,NVIDIA Corporation,0
0.014460956651523454,0.01585725534588893,0.02903936125816827,-3.6520377967854394,NVIDIA Corporation,1
0.10976633422235764,0.11897528137989825,0.026739631279888616,-6.0740217788235755,NVIDIA Corporation,2
0.6823184890718804,0.8177077374292102,0.09253165093495727,-1.742364045146227,NVIDIA Corporation,3
1.760406038621508,2.187390083392671,0.12179728327265107,-1.1451624210751277,NVIDIA Corporation,4
0.02983263915367047,0.03672407526302044,0.013026263117425402,-0.10184452934966526,"Tesla, Inc.",0
0.14942919172643024,0.17877558918687234,0.008976791462817766,0.04263385786264828,"Tesla, Inc.",1
1.7954207554238102,1.8447052236228028,0.08816643418933656,-18.50509768239436,"Tesla, Inc.",2
1.9670986188075872,2.3848062196384636,0.03905367759301295,-0.05503568886019572,"Tesla, Inc.",3
24.442574911598037,30.26726132916137,0.10097735949179938,-1.1732690647416564,"Tesla, Inc.",4
