mae,rmse,mape,r2,company,split,model
0.3514985599059759,0.3995280159550921,0.0213205216955135,-0.8635312824905763,Alphabet Inc.,0,XGBoost
0.4999346780264432,0.5697020717158452,0.0300464513184976,-3.379796644139671,Alphabet Inc.,0,XGBoost
0.7901458837407216,0.8174581867541154,0.0472961806483329,-31.43873238307401,Alphabet Inc.,0,XGBoost
0.3291188847690222,0.366575397468477,0.0196034249974159,-13.838507291206982,Alphabet Inc.,0,XGBoost
0.2076495070738651,0.2358488627819125,0.0123600521506784,-5.932288892761839,Alphabet Inc.,0,XGBoost
0.3755938684803695,0.3973057852276672,0.0223254597409647,-28.582437589087817,Alphabet Inc.,0,XGBoost
0.2860652566251367,0.3057947494325807,0.0169871729626061,-16.791177469660223,Alphabet Inc.,0,XGBoost
0.146417449090417,0.1728693565845008,0.0087022081323159,-4.000638294166562,Alphabet Inc.,0,XGBoost
0.1944002335764821,0.2397927728493597,0.0116060675588954,-4.782439049757171,Alphabet Inc.,0,XGBoost
0.0805044045851381,0.1008961410190261,0.0047773046705421,-0.474512061490641,Alphabet Inc.,0,XGBoost
0.2319024895269805,0.2621978531303789,0.0137961293570724,-2.0614407813582156,Alphabet Inc.,0,XGBoost
0.119958145866299,0.1382362802297056,0.0070943520451946,0.1839225669736161,Alphabet Inc.,0,XGBoost
0.297298457479642,0.3353720184317019,0.0174814126408463,-3.205593432057835,Alphabet Inc.,0,XGBoost
0.0931963350808871,0.1052591521044555,0.0054726113386533,-0.3164792183637119,Alphabet Inc.,0,XGBoost
0.2353597580636176,0.2403842665623927,0.0138225917823108,-10.07833504807122,Alphabet Inc.,0,XGBoost
0.2487920637348985,0.3089263414515801,0.014466224600409,-2.03702534504384,Alphabet Inc.,0,XGBoost
0.1721558415356888,0.2339122453226031,0.0098782692964708,0.1956524386707409,Alphabet Inc.,0,XGBoost
