company,base_date,base_close,target_date,horizon,actual_close,predicted_close,actual_ret,predicted_ret,actual_dir,predicted_dir,hit
"Amazon.com, Inc.",2024-01-05,145.24,2024-01-12,5,154.62,146.21040908530603,0.06458275957036626,0.006681417552368607,up,up,1.0
"Amazon.com, Inc.",2024-01-08,149.1,2024-01-09,1,151.37,148.56281069425557,0.01522468142186459,-0.0036028793141812186,up,down,0.0
"Amazon.com, Inc.",2024-01-08,149.1,2024-01-10,2,153.73,148.59669382899517,0.031052984574111306,-0.0033756282428224213,up,down,0.0
"Amazon.com, Inc.",2024-01-08,149.1,2024-01-11,3,155.18,148.62971776562603,0.04077800134138171,-0.0031541397342318466,up,down,0.0
"Amazon.com, Inc.",2024-01-08,149.1,2024-01-12,4,154.62,148.64987740187212,0.03702213279678075,-0.0030189309062902516,up,down,0.0
"Amazon.com, Inc.",2024-01-08,149.1,2024-01-16,5,153.16,148.68550038539848,0.027230046948356824,-0.0027800108289839725,up,down,0.0
"Amazon.com, Inc.",2024-01-09,151.37,2024-01-10,1,153.73,150.0396334489662,0.015590936116799797,-0.00878883894453188,up,down,0.0
"Amazon.com, Inc.",2024-01-09,151.37,2024-01-11,2,155.18,150.0830784140485,0.025170112968223572,-0.008501827217754627,up,down,0.0
"Amazon.com, Inc.",2024-01-09,151.37,2024-01-12,3,154.62,150.01322720151876,0.02147056880491511,-0.00896328729920886,up,down,0.0
"Amazon.com, Inc.",2024-01-09,151.37,2024-01-16,4,153.16,150.07430465220332,0.011825328664860885,-0.00855978957386986,up,down,0.0
"Amazon.com, Inc.",2024-01-09,151.37,2024-01-17,5,151.71,150.3544916178414,0.0022461518134372954,-0.006708782335724387,up,down,0.0
"Amazon.com, Inc.",2024-01-10,153.73,2024-01-11,1,155.18,153.32489935088674,0.009432121251545028,-0.002635143752769474,up,down,0.0
"Amazon.com, Inc.",2024-01-10,153.73,2024-01-12,2,154.62,153.26539046287104,0.005789370975086286,-0.0030222437853961526,up,down,0.0
"Amazon.com, Inc.",2024-01-10,153.73,2024-01-16,3,153.16,153.1247524959477,-0.003707799388538302,-0.003937081272700844,down,down,1.0
"Amazon.com, Inc.",2024-01-10,153.73,2024-01-17,4,151.71,153.4349919152305,-0.013139920640083146,-0.0019190013970563835,down,flat,0.0
"Amazon.com, Inc.",2024-01-10,153.73,2024-01-18,5,153.5,153.40304632229288,-0.0014961295778311962,-0.0021268046426013766,flat,down,0.0
"Amazon.com, Inc.",2024-01-11,155.18,2024-01-12,1,154.62,155.24696430347979,-0.0036087124629462703,0.0004315266366785582,down,flat,0.0
"Amazon.com, Inc.",2024-01-11,155.18,2024-01-16,2,153.16,155.10126611490915,-0.013017141384199061,-0.0005073713435420508,down,flat,0.0
"Amazon.com, Inc.",2024-01-11,155.18,2024-01-17,3,151.71,155.29508273967022,-0.022361129011470544,0.0007416080659248234,down,flat,0.0
"Amazon.com, Inc.",2024-01-11,155.18,2024-01-18,4,153.5,155.26501155040017,-0.010826137388838811,0.0005478254311133382,down,flat,0.0
"Amazon.com, Inc.",2024-01-11,155.18,2024-01-19,5,155.34,155.45826541177405,0.0010310607036989083,0.001793178320492612,flat,flat,1.0
"Amazon.com, Inc.",2024-01-12,154.62,2024-01-16,1,153.16,154.61851109513753,-0.009442504203854663,-9.629445495211185e-06,down,flat,0.0
"Amazon.com, Inc.",2024-01-12,154.62,2024-01-17,2,151.71,154.80401028545424,-0.01882033372138143,0.0011900807492836317,down,flat,0.0
"Amazon.com, Inc.",2024-01-12,154.62,2024-01-18,3,153.5,154.81850855715686,-0.007243564868710416,0.001283847866749813,down,flat,0.0
"Amazon.com, Inc.",2024-01-12,154.62,2024-01-19,4,155.34,155.0090177505859,0.004656577415599526,0.002515960099507872,up,up,1.0
"Amazon.com, Inc.",2024-01-12,154.62,2024-01-22,5,154.78,155.11395377311044,0.0010347949812443188,0.003194630533633642,flat,up,0.0
"Amazon.com, Inc.",2024-01-16,153.16,2024-01-17,1,151.71,153.25093120119305,-0.00946722381822923,0.0005937007129345657,down,flat,0.0
"Amazon.com, Inc.",2024-01-16,153.16,2024-01-18,2,153.5,153.2530399767241,0.0022199007573779276,0.0006074691611654473,up,flat,0.0
"Amazon.com, Inc.",2024-01-16,153.16,2024-01-19,3,155.34,153.5658860484608,0.014233481326717203,0.002650078665844964,up,up,1.0
"Amazon.com, Inc.",2024-01-16,153.16,2024-01-22,4,154.78,153.6691348620402,0.010577174196918285,0.0033242025466193063,up,up,1.0
"Amazon.com, Inc.",2024-01-16,153.16,2024-01-23,5,156.02,153.50812502772266,0.018673282841473057,0.0022729500373639285,up,up,1.0
"Amazon.com, Inc.",2024-01-17,151.71,2024-01-18,1,153.5,151.08243895660195,0.011798826708852362,-0.004136583240380069,up,down,0.0
"Amazon.com, Inc.",2024-01-17,151.71,2024-01-19,2,155.34,151.3939350353195,0.023927229582756542,-0.002083349579332418,up,down,0.0
"Amazon.com, Inc.",2024-01-17,151.71,2024-01-22,3,154.78,151.63553232607075,0.020235976534177004,-0.0004908554078786032,up,flat,0.0
"Amazon.com, Inc.",2024-01-17,151.71,2024-01-23,4,156.02,151.46988404241023,0.028409465427460298,-0.0015827299294033307,up,flat,0.0
"Amazon.com, Inc.",2024-01-17,151.71,2024-01-24,5,156.87,151.39721537599075,0.0340122602333399,-0.0020617271373624267,up,down,0.0
"Amazon.com, Inc.",2024-01-18,153.5,2024-01-19,1,155.34,153.29478772844067,0.01198697068403911,-0.0013368877626015164,up,flat,0.0
"Amazon.com, Inc.",2024-01-18,153.5,2024-01-22,2,154.78,153.54822082213485,0.008338762214983721,0.0003141421637449606,up,flat,0.0
"Amazon.com, Inc.",2024-01-18,153.5,2024-01-23,3,156.02,153.3000147518994,0.016416938110749252,-0.001302835492512072,up,flat,0.0
"Amazon.com, Inc.",2024-01-18,153.5,2024-01-24,4,156.87,153.2967291671993,0.021954397394136838,-0.0013242399530990995,up,flat,0.0
"Amazon.com, Inc.",2024-01-18,153.5,2024-01-25,5,157.75,153.14449641531053,0.02768729641693811,-0.002315984265077997,up,down,0.0
"Amazon.com, Inc.",2024-01-19,155.34,2024-01-22,1,154.78,154.62188004059522,-0.003604995493755647,-0.004622891460053999,down,down,1.0
"Amazon.com, Inc.",2024-01-19,155.34,2024-01-23,2,156.02,154.38053310461356,0.004377494528131884,-0.006176560418349694,up,down,0.0
"Amazon.com, Inc.",2024-01-19,155.34,2024-01-24,3,156.87,154.31256073406266,0.009849362688296648,-0.006614132006806657,up,down,0.0
"Amazon.com, Inc.",2024-01-19,155.34,2024-01-25,4,157.75,154.17993595607166,0.015514355607055469,-0.0074679029479100285,up,down,0.0
"Amazon.com, Inc.",2024-01-19,155.34,2024-01-26,5,159.12,154.2260366163572,0.02433371958285053,-0.007171130318287703,up,down,0.0
"Amazon.com, Inc.",2024-01-22,154.78,2024-01-23,1,156.02,155.57028553143795,0.008011370978162612,0.00510586336372881,up,up,1.0
"Amazon.com, Inc.",2024-01-22,154.78,2024-01-24,2,156.87,155.51239889301007,0.013503036568032067,0.004731870351531665,up,up,1.0
"Amazon.com, Inc.",2024-01-22,154.78,2024-01-25,3,157.75,155.2779033516853,0.019188525649308688,0.0032168455335656746,up,up,1.0
"Amazon.com, Inc.",2024-01-22,154.78,2024-01-26,4,159.12,155.31759003717272,0.02803979842356896,0.00347325259835069,up,up,1.0
"Amazon.com, Inc.",2024-01-22,154.78,2024-01-29,5,161.26,155.46051383588872,0.04186587414394618,0.0043966522540943125,up,up,1.0
"Amazon.com, Inc.",2024-01-23,156.02,2024-01-24,1,156.87,155.08696142757398,0.005448019484681414,-0.005980249791219255,up,down,0.0
"Amazon.com, Inc.",2024-01-23,156.02,2024-01-25,2,157.75,154.85383094830377,0.011088322009998652,-0.007474484371851325,up,down,0.0
"Amazon.com, Inc.",2024-01-23,156.02,2024-01-26,3,159.12,154.90234800910414,0.019869247532367608,-0.0071635174394043405,up,down,0.0
"Amazon.com, Inc.",2024-01-23,156.02,2024-01-29,4,161.26,155.02763627092045,0.033585437764389055,-0.006360490508137141,up,down,0.0
"Amazon.com, Inc.",2024-01-23,156.02,2024-01-30,5,159.0,155.17382204203636,0.019100115369824314,-0.005423522355875189,up,down,0.0
"Amazon.com, Inc.",2024-01-24,156.87,2024-01-25,1,157.75,157.68477685292802,0.005609740549499556,0.005193962216663606,up,up,1.0
"Amazon.com, Inc.",2024-01-24,156.87,2024-01-26,2,159.12,157.7340603503942,0.01434308663224326,0.005508129982751306,up,up,1.0
"Amazon.com, Inc.",2024-01-24,156.87,2024-01-29,3,161.26,157.66086411327012,0.02798495569579898,0.005041525551540242,up,up,1.0
"Amazon.com, Inc.",2024-01-24,156.87,2024-01-30,4,159.0,157.79107967269232,0.013578122011856921,0.005871611351388506,up,up,1.0
"Amazon.com, Inc.",2024-01-24,156.87,2024-01-31,5,155.2,157.9179871229165,-0.010645757633709542,0.006680608930429537,down,up,0.0
"Amazon.com, Inc.",2024-01-25,157.75,2024-01-26,1,159.12,156.75996864966675,0.008684627575277366,-0.006275951507659297,up,down,0.0
"Amazon.com, Inc.",2024-01-25,157.75,2024-01-29,2,161.26,156.68167340473332,0.022250396196513412,-0.006772276356682617,up,down,0.0
"Amazon.com, Inc.",2024-01-25,157.75,2024-01-30,3,159.0,156.8541132870666,0.00792393026941363,-0.005679155074062692,up,down,0.0
"Amazon.com, Inc.",2024-01-25,157.75,2024-01-31,4,155.2,156.9474568493893,-0.016164817749603877,-0.005087436770907692,down,down,1.0
"Amazon.com, Inc.",2024-01-25,157.75,2024-02-01,5,159.28,156.98088114455015,0.009698890649762289,-0.004875555343580645,up,down,0.0
"Amazon.com, Inc.",2024-01-26,159.12,2024-01-29,1,161.26,159.31188697395237,0.013448969331322187,0.0012059261811988708,up,flat,0.0
"Amazon.com, Inc.",2024-01-26,159.12,2024-01-30,2,159.0,159.48786467456307,-0.0007541478129713709,0.0023118694982595892,flat,up,0.0
"Amazon.com, Inc.",2024-01-26,159.12,2024-01-31,3,155.2,159.42036852791423,-0.024635495223730618,0.0018876855700994866,down,flat,0.0
"Amazon.com, Inc.",2024-01-26,159.12,2024-02-01,4,159.28,159.47100528303696,0.0010055304172951016,0.0022059155545308858,flat,up,0.0
"Amazon.com, Inc.",2024-01-26,159.12,2024-02-02,5,171.81,159.34968959814978,0.07975113122171944,0.0014434992342243307,up,flat,0.0
"Amazon.com, Inc.",2024-01-29,161.26,2024-01-30,1,159.0,160.23036688792916,-0.014014634751333195,-0.006384925660863364,down,down,1.0
"Amazon.com, Inc.",2024-01-29,161.26,2024-01-31,2,155.2,160.16815800514308,-0.03757906486419448,-0.0067706932584454095,down,down,1.0
"Amazon.com, Inc.",2024-01-29,161.26,2024-02-01,3,159.28,160.18121297028333,-0.012278308321964467,-0.006689737254847234,down,down,1.0
"Amazon.com, Inc.",2024-01-29,161.26,2024-02-02,4,171.81,160.0825338978547,0.06542229939228582,-0.0073016625458594995,up,down,0.0
"Amazon.com, Inc.",2024-01-29,161.26,2024-02-05,5,170.31,160.01346010452374,0.05612055066352482,-0.007730000592064036,up,down,0.0
"Amazon.com, Inc.",2024-01-30,159.0,2024-01-31,1,155.2,159.6442208144187,-0.02389937106918246,0.004051703235337749,down,up,0.0
"Amazon.com, Inc.",2024-01-30,159.0,2024-02-01,2,159.28,159.65291654816372,0.0017610062893081832,0.0041063933846774625,flat,up,0.0
"Amazon.com, Inc.",2024-01-30,159.0,2024-02-02,3,171.81,159.61378405532713,0.08056603773584907,0.0038602770775291216,up,up,1.0
"Amazon.com, Inc.",2024-01-30,159.0,2024-02-05,4,170.31,159.56401197040407,0.07113207547169813,0.0035472450968809252,up,up,1.0
"Amazon.com, Inc.",2024-01-30,159.0,2024-02-06,5,169.15,159.79692153394438,0.06383647798742142,0.005012085119147075,up,up,1.0
"Amazon.com, Inc.",2024-01-31,155.2,2024-02-01,1,159.28,155.94902959838083,0.026288659793814517,0.004826221639051828,up,up,1.0
"Amazon.com, Inc.",2024-01-31,155.2,2024-02-02,2,171.81,155.90705595379518,0.10702319587628875,0.004555772898164889,up,up,1.0
"Amazon.com, Inc.",2024-01-31,155.2,2024-02-05,3,170.31,156.06980033210755,0.09735824742268051,0.005604383583167261,up,up,1.0
"Amazon.com, Inc.",2024-01-31,155.2,2024-02-06,4,169.15,156.26760377454903,0.08988402061855681,0.006878890299929394,up,up,1.0
"Amazon.com, Inc.",2024-01-31,155.2,2024-02-07,5,170.53,156.24797601006333,0.09877577319587638,0.006752422745253461,up,up,1.0
"Amazon.com, Inc.",2024-02-01,159.28,2024-02-02,1,171.81,158.12147878299808,0.07866649924660975,-0.007273488303628321,up,down,0.0
"Amazon.com, Inc.",2024-02-01,159.28,2024-02-05,2,170.31,158.28887790819124,0.06924912104470116,-0.006222514388553253,up,down,0.0
"Amazon.com, Inc.",2024-02-01,159.28,2024-02-06,3,169.15,158.33834001950507,0.06196634856855854,-0.005911978782615098,up,down,0.0
"Amazon.com, Inc.",2024-02-01,159.28,2024-02-07,4,170.53,158.3224745941203,0.07063033651431441,-0.006011585923403396,up,down,0.0
"Amazon.com, Inc.",2024-02-01,159.28,2024-02-08,5,169.84,158.2896567026135,0.06629834254143648,-0.006217624920809192,up,down,0.0
"Amazon.com, Inc.",2024-02-02,171.81,2024-02-05,1,170.31,171.98316317885758,-0.008730574471800244,0.0010078760191931683,down,flat,0.0
"Amazon.com, Inc.",2024-02-02,171.81,2024-02-06,2,169.15,172.06246767700276,-0.015482218729992413,0.0014694585705299773,down,flat,0.0
"Amazon.com, Inc.",2024-02-02,171.81,2024-02-07,3,170.53,171.18531222172362,-0.0074500902159362154,-0.0036359221132435935,down,down,1.0
"Amazon.com, Inc.",2024-02-02,171.81,2024-02-08,4,169.84,171.23985484583653,-0.011466154472964315,-0.003318463152106802,down,down,1.0
"Amazon.com, Inc.",2024-02-02,171.81,2024-02-09,5,174.45,170.88427459195458,0.01536581107036835,-0.005388076410252157,up,down,0.0
"Amazon.com, Inc.",2024-02-05,170.31,2024-02-06,1,169.15,168.68673454932167,-0.006811109153895817,-0.009531239801998308,down,down,1.0
"Amazon.com, Inc.",2024-02-05,170.31,2024-02-07,2,170.53,167.78943138599163,0.0012917620809112728,-0.014799886172323225,flat,down,0.0
"Amazon.com, Inc.",2024-02-05,170.31,2024-02-08,3,169.84,168.0653054047812,-0.002759673536492272,-0.013180051642409658,down,down,1.0
"Amazon.com, Inc.",2024-02-05,170.31,2024-02-09,4,174.45,167.67111444174884,0.024308613704421268,-0.01549460136369656,up,down,0.0
"Amazon.com, Inc.",2024-02-05,170.31,2024-02-12,5,172.34,168.2017771844384,0.011919441019317722,-0.012378737687520342,up,down,0.0
"Amazon.com, Inc.",2024-02-06,169.15,2024-02-07,1,170.53,168.41006149983025,0.008158439255098997,-0.004374451671118869,up,down,0.0
"Amazon.com, Inc.",2024-02-06,169.15,2024-02-08,2,169.84,168.6885452124601,0.004079219627549499,-0.00272808032834707,up,down,0.0
"Amazon.com, Inc.",2024-02-06,169.15,2024-02-09,3,174.45,168.2346237232725,0.03133313626958311,-0.00541162445597103,up,down,0.0
"Amazon.com, Inc.",2024-02-06,169.15,2024-02-12,4,172.34,168.74905391146498,0.01885900088678686,-0.002370358194117778,up,down,0.0
"Amazon.com, Inc.",2024-02-06,169.15,2024-02-13,5,168.64,168.64387852546753,-0.0030150753768845365,-0.0029921458736770767,down,down,1.0
"Amazon.com, Inc.",2024-02-07,170.53,2024-02-08,1,169.84,170.34713429483358,-0.004046208878203236,-0.001072337448932275,down,flat,0.0
"Amazon.com, Inc.",2024-02-07,170.53,2024-02-09,2,174.45,169.8793719443119,0.02298715768486476,-0.003815329007729362,up,down,0.0
"Amazon.com, Inc.",2024-02-07,170.53,2024-02-12,3,172.34,170.30571384135547,0.010613968216736071,-0.0013152299222689936,up,flat,0.0
"Amazon.com, Inc.",2024-02-07,170.53,2024-02-13,4,168.64,170.19217703780762,-0.011083093883774202,-0.0019810177809908903,down,flat,0.0
"Amazon.com, Inc.",2024-02-07,170.53,2024-02-14,5,170.98,170.09103998402298,0.0026388318770890085,-0.0025740926287281815,up,down,0.0
"Amazon.com, Inc.",2024-02-08,169.84,2024-02-09,1,174.45,169.4506922802645,0.02714319359397071,-0.0022922027775289246,up,down,0.0
"Amazon.com, Inc.",2024-02-08,169.84,2024-02-12,2,172.34,169.85787096299964,0.014719736222326895,0.00010522234455745195,up,flat,0.0
"Amazon.com, Inc.",2024-02-08,169.84,2024-02-13,3,168.64,169.76432036096543,-0.00706547338671701,-0.00044559372959594636,down,flat,0.0
"Amazon.com, Inc.",2024-02-08,169.84,2024-02-14,4,170.98,169.61410812902324,0.006712199717380984,-0.0013300275022183642,up,flat,0.0
"Amazon.com, Inc.",2024-02-08,169.84,2024-02-15,5,169.8,170.042862256454,-0.00023551577955718348,0.0011944315617874648,flat,flat,1.0
"Amazon.com, Inc.",2024-02-09,174.45,2024-02-12,1,172.34,173.15243203400792,-0.01209515620521631,-0.007438050822539828,down,down,1.0
"Amazon.com, Inc.",2024-02-09,174.45,2024-02-13,2,168.64,173.06696778360828,-0.03330467182573805,-0.007927957674930994,down,down,1.0
"Amazon.com, Inc.",2024-02-09,174.45,2024-02-14,3,170.98,172.70533852650942,-0.019891086271137857,-0.010000925614735263,down,down,1.0
"Amazon.com, Inc.",2024-02-09,174.45,2024-02-15,4,169.8,173.15238444036183,-0.026655202063628418,-0.007438323643669592,down,down,1.0
"Amazon.com, Inc.",2024-02-09,174.45,2024-02-16,5,169.51,172.31209135352412,-0.02831756950415591,-0.012255136981804898,down,down,1.0
"Amazon.com, Inc.",2024-02-12,172.34,2024-02-13,1,168.64,173.66067214199535,-0.02146918881281198,0.0076631782638699394,down,up,0.0
"Amazon.com, Inc.",2024-02-12,172.34,2024-02-14,2,170.98,173.3000609832514,-0.007891377509574176,0.005570737978712982,down,up,0.0
"Amazon.com, Inc.",2024-02-12,172.34,2024-02-15,3,169.8,173.69808855889946,-0.014738307995822165,0.007880286404197826,down,up,0.0
"Amazon.com, Inc.",2024-02-12,172.34,2024-02-16,4,169.51,172.8481423265518,-0.0164210282000697,0.0029484874466275458,down,up,0.0
"Amazon.com, Inc.",2024-02-12,172.34,2024-02-20,5,167.08,172.91535414918002,-0.030521063014970352,0.003338482935940669,down,up,0.0
"Amazon.com, Inc.",2024-02-13,168.64,2024-02-14,1,170.98,166.64613366275805,0.013875711574952583,-0.011823211202810366,up,down,0.0
"Amazon.com, Inc.",2024-02-13,168.64,2024-02-15,2,169.8,167.05218795234083,0.006878557874762957,-0.009415394020749266,up,down,0.0
"Amazon.com, Inc.",2024-02-13,168.64,2024-02-16,3,169.51,166.63345164123794,0.005158918406072134,-0.01189841294332333,up,down,0.0
"Amazon.com, Inc.",2024-02-13,168.64,2024-02-20,4,167.08,166.72010100992927,-0.009250474383301554,-0.011384600273189757,down,down,1.0
"Amazon.com, Inc.",2024-02-13,168.64,2024-02-21,5,168.59,167.1932379036856,-0.0002964895635672613,-0.008578997250441102,flat,down,0.0
"Amazon.com, Inc.",2024-02-14,170.98,2024-02-15,1,169.8,170.7077692415943,-0.006901391975669543,-0.0015921789589758908,down,flat,0.0
"Amazon.com, Inc.",2024-02-14,170.98,2024-02-16,2,169.51,170.28603808492943,-0.008597496783249496,-0.004058731518718913,down,down,1.0
"Amazon.com, Inc.",2024-02-14,170.98,2024-02-20,3,167.08,170.16886469527694,-0.022809685343314876,-0.004744036172201733,down,down,1.0
"Amazon.com, Inc.",2024-02-14,170.98,2024-02-21,4,168.59,170.6710401224934,-0.013978243069364758,-0.0018069942537524573,down,flat,0.0
"Amazon.com, Inc.",2024-02-14,170.98,2024-02-22,5,174.58,170.50106762721083,0.02105509416306014,-0.002801101724114867,up,down,0.0
"Amazon.com, Inc.",2024-02-15,169.8,2024-02-16,1,169.51,169.98703489199644,-0.0017078916372203796,0.0011015011307210416,flat,flat,1.0
"Amazon.com, Inc.",2024-02-15,169.8,2024-02-20,2,167.08,169.87196632237755,-0.016018845700824492,0.00042382993155202706,down,flat,0.0
"Amazon.com, Inc.",2024-02-15,169.8,2024-02-21,3,168.59,170.25803183905535,-0.0071260306242638865,0.002697478439666297,down,up,0.0
"Amazon.com, Inc.",2024-02-15,169.8,2024-02-22,4,174.58,169.94275587927046,0.028150765606596,0.0008407295598966612,up,flat,0.0
"Amazon.com, Inc.",2024-02-15,169.8,2024-02-23,5,174.99,170.12906716956837,0.03056537102473497,0.0019379691965156734,up,flat,0.0
"Amazon.com, Inc.",2024-02-16,169.51,2024-02-20,1,167.08,168.566973802547,-0.014335437437319206,-0.005563248170921951,down,down,1.0
"Amazon.com, Inc.",2024-02-16,169.51,2024-02-21,2,168.59,168.96344465670018,-0.005427408412482966,-0.0032243250740358383,down,down,1.0
"Amazon.com, Inc.",2024-02-16,169.51,2024-02-22,3,174.58,168.7298009020147,0.02990973983835775,-0.0046026729867577314,up,down,0.0
"Amazon.com, Inc.",2024-02-16,169.51,2024-02-23,4,174.99,168.93538401010795,0.03232847619609473,-0.00338986484509491,up,down,0.0
"Amazon.com, Inc.",2024-02-16,169.51,2024-02-26,5,174.73,169.0404943680087,0.030794643383871154,-0.0027697813225844876,up,down,0.0
"Amazon.com, Inc.",2024-02-20,167.08,2024-02-21,1,168.59,167.47304259406718,0.009037586784773706,0.002352421558936846,up,up,1.0
"Amazon.com, Inc.",2024-02-20,167.08,2024-02-22,2,174.58,167.2490296090101,0.04488867608331338,0.0010116687156457732,up,flat,0.0
"Amazon.com, Inc.",2024-02-20,167.08,2024-02-23,3,174.99,167.54580427842683,0.04734259037586783,0.0027879116496697157,up,up,1.0
"Amazon.com, Inc.",2024-02-20,167.08,2024-02-26,4,174.73,167.6659437916771,0.04578644960497951,0.0035069654756828806,up,up,1.0
"Amazon.com, Inc.",2024-02-20,167.08,2024-02-27,5,173.54,167.49605073765895,0.03866411299976047,0.0024901289062660703,up,up,1.0
"Amazon.com, Inc.",2024-02-21,168.59,2024-02-22,1,174.58,169.00375349297533,0.035529983984815286,0.0024541994956719347,up,up,1.0
"Amazon.com, Inc.",2024-02-21,168.59,2024-02-23,2,174.99,169.31161973506568,0.0379619194495522,0.004280323477464101,up,up,1.0
"Amazon.com, Inc.",2024-02-21,168.59,2024-02-26,3,174.73,169.31047970756455,0.036419716471914027,0.004273561347437868,up,up,1.0
"Amazon.com, Inc.",2024-02-21,168.59,2024-02-27,4,173.54,169.15514114460592,0.029361172074262937,0.0033521629076808655,up,up,1.0
"Amazon.com, Inc.",2024-02-21,168.59,2024-02-28,5,173.16,169.5247780557482,0.027107183106945803,0.005544682696175233,up,up,1.0
"Amazon.com, Inc.",2024-02-22,174.58,2024-02-23,1,174.99,174.13684285713254,0.0023484935273226978,-0.0025384187356368264,up,down,0.0
"Amazon.com, Inc.",2024-02-22,174.58,2024-02-26,2,174.73,174.1496404839508,0.0008592049490203761,-0.0024651135069836635,flat,down,0.0
"Amazon.com, Inc.",2024-02-22,174.58,2024-02-27,3,173.54,173.70304175720426,-0.005957154313208961,-0.005023245748629577,down,down,1.0
"Amazon.com, Inc.",2024-02-22,174.58,2024-02-28,4,173.16,174.12425348961764,-0.008133806850727551,-0.0026105310481290456,down,down,1.0
"Amazon.com, Inc.",2024-02-22,174.58,2024-02-29,5,176.76,174.05605651085995,0.012487111925764568,-0.003001165592508112,up,down,0.0
"Amazon.com, Inc.",2024-02-23,174.99,2024-02-26,1,174.73,174.73219107595156,-0.0014857991885251689,-0.0014732780390219289,flat,flat,1.0
"Amazon.com, Inc.",2024-02-23,174.99,2024-02-27,2,173.54,174.27663019426893,-0.008286187782159078,-0.00407663184028274,down,down,1.0
"Amazon.com, Inc.",2024-02-23,174.99,2024-02-28,3,173.16,174.6430444333994,-0.01045774044231106,-0.0019827165358054675,down,flat,0.0
"Amazon.com, Inc.",2024-02-23,174.99,2024-02-29,4,176.76,174.53682381209344,0.01011486370649741,-0.0025897262009632782,up,down,0.0
"Amazon.com, Inc.",2024-02-23,174.99,2024-03-01,5,178.22,174.68372833848855,0.018458197611292016,-0.0017502237928536462,up,flat,0.0
"Amazon.com, Inc.",2024-02-26,174.73,2024-02-27,1,173.54,174.90184752694734,-0.006810507640359399,0.000983503273320814,down,flat,0.0
"Amazon.com, Inc.",2024-02-26,174.73,2024-02-28,2,173.16,175.27839683610762,-0.00898529159274305,0.0031385385229075026,down,up,0.0
"Amazon.com, Inc.",2024-02-26,174.73,2024-02-29,3,176.76,175.11115612221116,0.01161792479826018,0.002181400573520096,up,up,1.0
"Amazon.com, Inc.",2024-02-26,174.73,2024-03-01,4,178.22,175.25666087636014,0.01997367366794488,0.003014141111201018,up,up,1.0
"Amazon.com, Inc.",2024-02-26,174.73,2024-03-04,5,177.58,175.23388173296365,0.016310879642877713,0.0028837734388122414,up,up,1.0
"Amazon.com, Inc.",2024-02-27,173.54,2024-02-28,1,173.16,173.53732712006695,-0.0021896968998501524,-1.5402097113312288e-05,down,flat,0.0
"Amazon.com, Inc.",2024-02-27,173.54,2024-02-29,2,176.76,173.3577768565919,0.018554800046098878,-0.0010500354005306832,up,flat,0.0
"Amazon.com, Inc.",2024-02-27,173.54,2024-03-01,3,178.22,173.6736384416477,0.02696784602973382,0.0007700728457284704,up,flat,0.0
"Amazon.com, Inc.",2024-02-27,173.54,2024-03-04,4,177.58,173.68910303328178,0.023279935461565177,0.0008591853940405093,up,flat,0.0
"Amazon.com, Inc.",2024-02-27,173.54,2024-03-05,5,174.12,173.81276198476553,0.0033421689524029763,0.001571752822205472,up,flat,0.0
"Amazon.com, Inc.",2024-02-28,173.16,2024-02-29,1,176.76,172.80181010785378,0.020790020790020756,-0.002068548695693082,up,down,0.0
"Amazon.com, Inc.",2024-02-28,173.16,2024-03-01,2,178.22,173.11316095888515,0.029221529221529235,-0.0002704957329339945,up,flat,0.0
"Amazon.com, Inc.",2024-02-28,173.16,2024-03-04,3,177.58,173.15072785593705,0.025525525525525616,-5.354668551020743e-05,up,flat,0.0
"Amazon.com, Inc.",2024-02-28,173.16,2024-03-05,4,174.12,173.24964011812972,0.00554400554400559,0.0005176721998713454,up,flat,0.0
"Amazon.com, Inc.",2024-02-28,173.16,2024-03-06,5,173.51,173.30114471851715,0.0020212520212519883,0.0008151115645481285,up,flat,0.0
"Amazon.com, Inc.",2024-02-29,176.76,2024-03-01,1,178.22,175.43940266830285,0.008259787282190586,-0.007471132222771803,up,down,0.0
"Amazon.com, Inc.",2024-02-29,176.76,2024-03-04,2,177.58,175.4842792886817,0.004639058610545495,-0.007217247744502635,up,down,0.0
"Amazon.com, Inc.",2024-02-29,176.76,2024-03-05,3,174.12,175.4400277586558,-0.014935505770536244,-0.007467595843766708,down,down,1.0
"Amazon.com, Inc.",2024-02-29,176.76,2024-03-06,4,173.51,175.51462283025953,-0.018386512785698122,-0.007045582539830645,down,down,1.0
"Amazon.com, Inc.",2024-02-29,176.76,2024-03-07,5,176.82,175.18181062737807,0.00033944331296674744,-0.008928430485527954,flat,down,0.0
"Amazon.com, Inc.",2024-03-01,178.22,2024-03-04,1,177.58,177.68538699680613,-0.003591067220289453,-0.002999736298921942,down,down,1.0
"Amazon.com, Inc.",2024-03-01,178.22,2024-03-05,2,174.12,177.65037956381792,-0.02300527437997977,-0.0031961644943445046,down,down,1.0
"Amazon.com, Inc.",2024-03-01,178.22,2024-03-06,3,173.51,177.58931479113897,-0.026428010324318303,-0.003538801531034812,down,down,1.0
"Amazon.com, Inc.",2024-03-01,178.22,2024-03-07,4,176.82,177.2830790277964,-0.007855459544383379,-0.005257103423878403,down,down,1.0
"Amazon.com, Inc.",2024-03-01,178.22,2024-03-08,5,175.35,177.3191844040109,-0.016103692065985886,-0.005054514622315605,down,down,1.0
