company,n_rows,start_date,end_date,mean_close,std_close,mean_volume,price_avg_mean,price_avg_std
Alphabet Inc.,3834,2009-12-28,2025-03-28,63.17014866979656,49.31704097683678,79294891.07198748,63.160069620500785,49.31232969985091
"Amazon.com, Inc.",3849,2009-12-04,2025-03-28,73.26141075604052,63.22720427807241,116474222.1239283,73.25500567679917,63.22602453281965
Apple Inc.,3848,2009-12-04,2025-03-28,71.77531704781704,67.65037982689732,300221719.8523908,71.74422102390852,67.60924400641709
"Meta Platforms, Inc.",3231,2012-05-18,2025-03-28,193.63545961002788,142.65844934103188,48380759.34818941,193.59702554162797,142.64239220775087
Microsoft Corporation,3849,2009-12-04,2025-03-28,139.0933411275656,127.74086342829257,61971557.158222914,139.0536763899714,127.70784207198115
NVIDIA Corporation,3854,2009-11-30,2025-03-28,55.462979133367924,155.36670076692366,654801941.4193046,55.42145323559938,155.22317382791093
"Tesla, Inc.",3708,2010-06-29,2025-03-28,85.39587378640778,111.56678223303545,262113819.37567422,85.39353527980043,111.57603065539291
