,Balance_of_Trade_china,Balance_of_Trade_united_states,Bank_Lending_Rate_united_states,Business_Confidence_united_states,Capacity_Utilization_united_states,Car_Production_united_states,Consumer_Price_Index_CPI_united_states,Employment_Rate_united_states,Industrial_Production_united_states,Inflation_Rate_china,Inflation_Rate_euro_area,Inflation_Rate_united_states,Interest_Rate_euro_area,Interest_Rate_united_states,Leading_Economic_Index_united_states,Personal_Savings_united_states,Personal_Spending_united_states,Producer_Prices_Change_united_states,Retail_Sales_MoM_united_states,Total_Vehicle_Sales_united_states,Unemployment_Rate_euro_area,Unemployment_Rate_united_states,Wage_Growth_united_states,Wages_in_Manufacturing_united_states,Wages_united_states
Alphabet Inc.,-0.02947666796558171,0.029374373454676975,-0.028982472313311403,0.02293903299468295,-0.019063214951929294,-0.014501067734429501,-0.026725028294539856,-0.03383042165138224,-0.004158150556137578,0.02027696621653077,-0.02549177668621441,-0.01451333014195512,-0.024577640206517308,-0.02745455994403542,0.017121733829585154,0.05235639315060195,0.00306428003697548,-0.01855763069277523,0.005206980984932161,-0.008480988664735454,0.01610572833094984,0.026212221276692243,-0.006438584171563695,-0.025726646598429357,-0.024431243341848857
"Amazon.com, Inc.",-0.03556186597245246,0.0384212735538026,-0.027451759827102653,0.025206108056693082,-0.01489950796752841,0.00031467928807311945,-0.03113503761853712,-0.023227746001463184,-0.005872429721208719,0.024323537482743317,-0.027431076850007983,-0.026014169163570213,-0.031889932685055425,-0.025286088214906903,0.01159373087030914,0.04120673950414848,0.004176846431488963,-0.030097677238950057,0.01143183324268644,0.01005072569929004,0.021113682139771744,0.019791937315019964,-0.012949036477282962,-0.03102147719727368,-0.030208536418113524
Apple Inc.,-0.0453232247989591,0.038392706220268136,-0.03246646753455976,0.03441412245620697,-0.01652681734001621,-0.02565116866224052,-0.03690842000593819,-0.029753313192956623,0.012321462704851367,0.04227658343511074,-0.011310973214476336,-0.0068518763332607825,-0.028509094850921752,-0.030326091265114843,-0.003299580136170044,0.03426161006492789,0.009440502941266823,-0.0018315681351114997,0.011949604843889282,-0.03544960603542565,0.02383487042818192,0.03849915574744325,-0.03162558593012309,-0.036447380537796586,-0.035807797355526506
"Meta Platforms, Inc.",-0.02100172245403883,0.040564568923786994,-0.022370828140721458,0.009856002033400181,-0.0167528826671084,0.009254175892296292,-0.02972692226964516,-0.0162733274002553,-0.024958271903589846,0.022921767804235854,-0.026382497560349952,-0.029166618388723156,-0.021685168363675733,-0.021551110346147723,0.0038030259993103526,0.028113480464662593,0.018624108239086702,-0.03782588930559,0.022295305083541342,0.01226569162692382,0.025062163937007897,0.019592118595199815,-0.027252676581844444,-0.029638361181015267,-0.028932973175057213
Microsoft Corporation,-0.02029535584965668,0.036367672768289935,-0.018217206026551275,0.020117976990144722,-0.01647799160899516,-0.0001969683482931409,-0.023298728876631963,-0.013237325792180281,-0.021485288272792686,0.017043057406196424,-0.03656049944417008,-0.02861137392223701,-0.02704929296344264,-0.01633425617458445,0.024271587977252956,0.029649223715847335,0.01152369348765566,-0.029148933246534853,0.008634437864194934,0.00954813530003074,0.008040209873865722,0.008593279043847614,-0.029520775115150326,-0.02166444527453135,-0.020789463136340926
NVIDIA Corporation,-0.022418775051210954,0.03936817108113248,-0.021427422360245103,0.019105499642844623,-0.01090941955578692,0.013922575686466812,-0.02351331915990863,-0.0062936092894687965,-0.006519559323607983,0.0062874485265993554,-0.022916366729222575,-0.020232631595277883,-0.02703019840873324,-0.01997331378792171,0.026489117306289535,0.025371829572358406,0.022019685697389147,-0.030882724191022153,0.01787815670720588,0.01876996453632749,0.012720409053275825,0.0010116776635571369,-0.016247562945786706,-0.022849233280482745,-0.02097456257072681
"Tesla, Inc.",-0.023702885906326875,0.026531261498167154,-0.03336336061550587,0.011526513877566619,-0.021945690643859112,-0.014565415838315438,-0.0269344328423719,-0.040342658257918544,-0.014025216507150442,0.023676768185516454,-0.0061732884144486905,-0.00778276346801605,-0.028314260503560052,-0.03210170929061098,0.0015916217074505121,0.0354096152483793,-0.008558632611776834,-0.013470455919364294,-0.005894599178768208,-0.026863582940493267,0.026254702656308422,0.035893785420721726,-0.01906985961873716,-0.02691013453964962,-0.025316826692615504
