company,down,flat,up,total_samples,down_pct,flat_pct,up_pct
Alphabet Inc.,1650,226,1944,3820,0.4319371727748691,0.059162303664921465,0.5089005235602094
"Amazon.com, Inc.",1715,203,1917,3835,0.4471968709256845,0.052933507170795306,0.4998696219035202
Apple Inc.,1635,268,1932,3835,0.42633637548891784,0.06988265971316819,0.5037809647979139
"Meta Platforms, Inc.",1285,168,1767,3220,0.39906832298136646,0.05217391304347826,0.5487577639751553
Microsoft Corporation,1624,273,1938,3835,0.42346805736636245,0.0711864406779661,0.5053455019556714
NVIDIA Corporation,1643,113,2084,3840,0.4278645833333333,0.029427083333333333,0.5427083333333333
"Tesla, Inc.",1840,118,1737,3695,0.4979702300405954,0.031935047361299054,0.47009472259810553
