horizon,feature,importance
1,lag_0,0.2886997612176115
1,lag_2,0.21111787395563691
1,lag_7,0.19272762729268925
1,lag_8,0.18010378471317584
1,lag_ret_1,0.17770267538952175
1,bb_lower,0.17220320527583716
1,lag_9,0.1706001159569479
1,lag_6,0.16359193646427847
1,lag_1,0.16142844292567585
1,lag_5,0.14467650741457302
1,bb_upper,0.13660591325256652
1,lag_4,0.12538844832623405
1,bb_middle,0.09620100573224934
1,rel_vol_20,0.08942302325300168
1,lag_3,0.08418414307743254
1,lag_ret_3,0.06965755894664023
1,atr_14,0.06963102585079538
1,log_ret_vol,0.06864931354543628
1,lag_ret_5,0.06850832248536247
1,rolling_vol_20,0.061405318315263906
1,rsi_14,0.05489696661524012
2,lag_5,0.19748968680175244
2,lag_0,0.1958097831499027
2,bb_lower,0.18701541182033105
2,lag_7,0.18400756140963642
2,lag_2,0.17092426504124836
2,lag_8,0.15744600767704348
2,bb_upper,0.14846098150819004
2,lag_4,0.13982518809644903
2,lag_1,0.13658296697738373
2,lag_3,0.11572709298773025
2,lag_9,0.11375092137012273
2,lag_ret_1,0.11305947834671423
2,atr_14,0.08345502390557713
2,lag_6,0.08342668401674103
2,bb_middle,0.07903431223344536
2,rel_vol_20,0.06911859207142823
2,lag_ret_3,0.06563218201553826
2,rolling_vol_20,0.06546319886868736
2,lag_ret_5,0.06153101116518626
2,rsi_14,0.054209107854395984
2,log_ret_vol,0.04715499085319209
3,bb_lower,0.20880667253975638
3,bb_upper,0.1939356133671131
3,lag_9,0.18745358056306843
3,lag_0,0.18233707687412706
3,lag_4,0.1743199903586956
3,lag_7,0.1572402653580576
3,lag_6,0.1441032281668755
3,lag_1,0.13519722329340206
3,lag_5,0.12954141139468242
3,lag_8,0.127936638400769
3,lag_2,0.1256001303255282
3,atr_14,0.10007590105098904
3,lag_3,0.09492894285117358
3,bb_middle,0.0914037002932537
3,lag_ret_1,0.08816710101037584
3,rolling_vol_20,0.06579574200538921
3,rsi_14,0.058759726429478645
3,rel_vol_20,0.05791954261717865
3,lag_ret_5,0.0576602833393957
3,lag_ret_3,0.05357438607457876
3,log_ret_vol,0.03830291315085054
4,bb_lower,0.2528535791052846
4,bb_upper,0.20182072440840848
4,lag_7,0.18176642324057973
4,lag_0,0.18100158270388386
4,lag_9,0.17582092414332331
4,lag_1,0.16700796097552437
4,lag_8,0.1570904256128996
4,lag_5,0.15684709303246752
4,lag_2,0.14226184418786209
4,lag_4,0.13977376942790315
4,lag_3,0.13584340187910734
4,lag_6,0.12886975510766543
4,bb_middle,0.1183772018844743
4,atr_14,0.10335473255460999
4,lag_ret_1,0.07744613810281183
4,rolling_vol_20,0.07049571218242452
4,lag_ret_5,0.06512360222760731
4,rsi_14,0.059727613762494254
4,rel_vol_20,0.05015644576786168
4,lag_ret_3,0.04794317516855578
4,log_ret_vol,0.03522995819251307
5,bb_lower,0.29408862199978864
5,bb_upper,0.23059121048674353
5,lag_9,0.18897502836596405
5,lag_0,0.1857882284451812
5,lag_7,0.1454343915711612
5,lag_5,0.14274667244723296
5,lag_8,0.14241196237711234
5,lag_1,0.13491791646151444
5,lag_2,0.13197649896336117
5,lag_6,0.12111643343423444
5,lag_4,0.11546088807081269
5,bb_middle,0.11346835910582839
5,atr_14,0.11276082013646335
5,rolling_vol_20,0.07252078903804235
5,lag_3,0.0704303639046144
5,rsi_14,0.05875200403815912
5,lag_ret_1,0.05829150187649477
5,lag_ret_5,0.058138147279903955
5,rel_vol_20,0.04642902596096187
5,lag_ret_3,0.04314942336120368
5,log_ret_vol,0.03159026440092306
