,company,horizon,down,flat,up
0,Alphabet Inc.,1,0.07317073170731707,0.7154471544715447,0.21138211382113822
1,Alphabet Inc.,1,0.028169014084507043,0.7303822937625755,0.2414486921529175
2,Alphabet Inc.,1,0.019230769230769232,0.5192307692307693,0.46153846153846156
3,"Amazon.com, Inc.",1,0.183206106870229,0.7404580152671756,0.07633587786259542
4,"Amazon.com, Inc.",1,0.0814663951120163,0.8289205702647657,0.08961303462321792
5,"Amazon.com, Inc.",1,0.11428571428571428,0.6952380952380952,0.19047619047619047
6,Apple Inc.,1,0.13636363636363635,0.8181818181818182,0.045454545454545456
7,Apple Inc.,1,0.034552845528455285,0.9349593495934959,0.03048780487804878
8,Apple Inc.,1,0.038834951456310676,0.9029126213592233,0.05825242718446602
9,"Meta Platforms, Inc.",1,0.10975609756097561,0.8536585365853658,0.036585365853658534
10,"Meta Platforms, Inc.",1,0.03416856492027335,0.9248291571753986,0.04100227790432802
11,"Meta Platforms, Inc.",1,0.024096385542168676,0.891566265060241,0.08433734939759036
12,Microsoft Corporation,1,0.04878048780487805,0.7317073170731707,0.21951219512195122
13,Microsoft Corporation,1,0.014141414141414142,0.7838383838383839,0.20202020202020202
14,Microsoft Corporation,1,0.01834862385321101,0.5963302752293578,0.3853211009174312
15,NVIDIA Corporation,1,0.018518518518518517,0.6481481481481481,0.3333333333333333
16,NVIDIA Corporation,1,0.018072289156626505,0.6184738955823293,0.3634538152610442
17,NVIDIA Corporation,1,0.0,0.5163934426229508,0.48360655737704916
18,"Tesla, Inc.",1,0.16030534351145037,0.816793893129771,0.022900763358778626
19,"Tesla, Inc.",1,0.08733624454148471,0.8733624454148472,0.039301310043668124
20,"Tesla, Inc.",1,0.05454545454545454,0.8454545454545455,0.1
21,Alphabet Inc.,2,0.00684931506849315,0.7397260273972602,0.2534246575342466
22,Alphabet Inc.,2,0.00437636761487965,0.8161925601750547,0.17943107221006566
23,Alphabet Inc.,2,0.0,0.7272727272727273,0.2727272727272727
24,"Amazon.com, Inc.",2,0.06,0.8533333333333334,0.08666666666666667
25,"Amazon.com, Inc.",2,0.05829596412556054,0.8654708520179372,0.07623318385650224
26,"Amazon.com, Inc.",2,0.061068702290076333,0.8015267175572519,0.13740458015267176
27,Apple Inc.,2,0.0821917808219178,0.8972602739726028,0.02054794520547945
28,Apple Inc.,2,0.04932735426008968,0.9237668161434978,0.026905829596412557
29,Apple Inc.,2,0.06666666666666667,0.8962962962962963,0.037037037037037035
30,"Meta Platforms, Inc.",2,0.09,0.91,0.0
31,"Meta Platforms, Inc.",2,0.048223350253807105,0.9390862944162437,0.012690355329949238
32,"Meta Platforms, Inc.",2,0.06363636363636363,0.9090909090909091,0.02727272727272727
33,Microsoft Corporation,2,0.0,0.7857142857142857,0.21428571428571427
34,Microsoft Corporation,2,0.0,0.8252212389380531,0.1747787610619469
35,Microsoft Corporation,2,0.0,0.8148148148148148,0.18518518518518517
36,NVIDIA Corporation,2,0.09090909090909091,0.6212121212121212,0.2878787878787879
37,NVIDIA Corporation,2,0.07865168539325842,0.6224719101123596,0.298876404494382
38,NVIDIA Corporation,2,0.08609271523178808,0.5099337748344371,0.40397350993377484
39,"Tesla, Inc.",2,0.09433962264150944,0.8679245283018868,0.03773584905660377
40,"Tesla, Inc.",2,0.07542579075425791,0.8929440389294404,0.031630170316301706
41,"Tesla, Inc.",2,0.06201550387596899,0.8682170542635659,0.06976744186046512
42,Alphabet Inc.,3,0.006993006993006993,0.7132867132867133,0.27972027972027974
43,Alphabet Inc.,3,0.004640371229698376,0.8422273781902552,0.1531322505800464
44,Alphabet Inc.,3,0.0,0.7533333333333333,0.24666666666666667
45,"Amazon.com, Inc.",3,0.14685314685314685,0.6643356643356644,0.1888111888111888
46,"Amazon.com, Inc.",3,0.09662921348314607,0.7370786516853932,0.1662921348314607
47,"Amazon.com, Inc.",3,0.07913669064748201,0.7266187050359713,0.19424460431654678
48,Apple Inc.,3,0.12857142857142856,0.7714285714285715,0.1
49,Apple Inc.,3,0.1497695852534562,0.7580645161290323,0.09216589861751152
50,Apple Inc.,3,0.12418300653594772,0.7189542483660131,0.1568627450980392
51,"Meta Platforms, Inc.",3,0.1326530612244898,0.8367346938775511,0.030612244897959183
52,"Meta Platforms, Inc.",3,0.12010443864229765,0.856396866840731,0.02349869451697128
53,"Meta Platforms, Inc.",3,0.15447154471544716,0.8048780487804879,0.04065040650406504
54,Microsoft Corporation,3,0.0,0.7769230769230769,0.2230769230769231
55,Microsoft Corporation,3,0.0,0.8108695652173913,0.1891304347826087
56,Microsoft Corporation,3,0.0,0.7664233576642335,0.23357664233576642
57,NVIDIA Corporation,3,0.0851063829787234,0.6453900709219859,0.2695035460992908
58,NVIDIA Corporation,3,0.07637231503579953,0.665871121718377,0.2577565632458234
59,NVIDIA Corporation,3,0.11904761904761904,0.5119047619047619,0.36904761904761907
60,"Tesla, Inc.",3,0.16560509554140126,0.8152866242038217,0.01910828025477707
61,"Tesla, Inc.",3,0.09852216748768473,0.8842364532019704,0.017241379310344827
62,"Tesla, Inc.",3,0.16911764705882354,0.7720588235294118,0.058823529411764705
63,Alphabet Inc.,4,0.0,0.6622516556291391,0.33774834437086093
64,Alphabet Inc.,4,0.0,0.7985781990521327,0.2014218009478673
65,Alphabet Inc.,4,0.0,0.7284768211920529,0.271523178807947
66,"Amazon.com, Inc.",4,0.10416666666666667,0.6875,0.20833333333333334
67,"Amazon.com, Inc.",4,0.06487695749440715,0.7516778523489933,0.18344519015659955
68,"Amazon.com, Inc.",4,0.08088235294117647,0.6911764705882353,0.22794117647058823
69,Apple Inc.,4,0.006802721088435374,0.9795918367346939,0.013605442176870748
70,Apple Inc.,4,0.00966183574879227,0.9565217391304348,0.033816425120772944
71,Apple Inc.,4,0.006024096385542169,0.9578313253012049,0.03614457831325301
72,"Meta Platforms, Inc.",4,0.10810810810810811,0.8288288288288288,0.06306306306306306
73,"Meta Platforms, Inc.",4,0.0903954802259887,0.8926553672316384,0.01694915254237288
74,"Meta Platforms, Inc.",4,0.1223021582733813,0.7985611510791367,0.07913669064748201
75,Microsoft Corporation,4,0.0072992700729927005,0.7737226277372263,0.21897810218978103
76,Microsoft Corporation,4,0.0,0.8603603603603603,0.13963963963963963
77,Microsoft Corporation,4,0.0,0.8287671232876712,0.17123287671232876
78,NVIDIA Corporation,4,0.10077519379844961,0.6589147286821705,0.24031007751937986
79,NVIDIA Corporation,4,0.1291866028708134,0.638755980861244,0.23205741626794257
80,NVIDIA Corporation,4,0.14917127071823205,0.44751381215469616,0.40331491712707185
81,"Tesla, Inc.",4,0.29411764705882354,0.6993464052287581,0.006535947712418301
82,"Tesla, Inc.",4,0.1678832116788321,0.8175182481751825,0.014598540145985401
83,"Tesla, Inc.",4,0.22962962962962963,0.7407407407407407,0.02962962962962963
84,Alphabet Inc.,5,0.0,0.7171052631578947,0.28289473684210525
85,Alphabet Inc.,5,0.0,0.8076923076923077,0.19230769230769232
86,Alphabet Inc.,5,0.0,0.7243589743589743,0.27564102564102566
87,"Amazon.com, Inc.",5,0.13194444444444445,0.6875,0.18055555555555555
88,"Amazon.com, Inc.",5,0.20785219399538107,0.6351039260969977,0.15704387990762125
89,"Amazon.com, Inc.",5,0.08666666666666667,0.66,0.25333333333333335
90,Apple Inc.,5,0.0,0.9594594594594594,0.04054054054054054
91,Apple Inc.,5,0.0024449877750611247,0.9731051344743277,0.02444987775061125
92,Apple Inc.,5,0.0,0.9529411764705882,0.047058823529411764
93,"Meta Platforms, Inc.",5,0.13274336283185842,0.8672566371681416,0.0
94,"Meta Platforms, Inc.",5,0.06963788300835655,0.9164345403899722,0.013927576601671309
95,"Meta Platforms, Inc.",5,0.13636363636363635,0.8106060606060606,0.05303030303030303
96,Microsoft Corporation,5,0.007246376811594203,0.6884057971014492,0.30434782608695654
97,Microsoft Corporation,5,0.0,0.7562076749435666,0.24379232505643342
98,Microsoft Corporation,5,0.0,0.7465753424657534,0.2534246575342466
99,NVIDIA Corporation,5,0.0948905109489051,0.6496350364963503,0.25547445255474455
100,NVIDIA Corporation,5,0.07228915662650602,0.6216867469879518,0.3060240963855422
101,NVIDIA Corporation,5,0.125,0.4602272727272727,0.4147727272727273
102,"Tesla, Inc.",5,0.30864197530864196,0.6728395061728395,0.018518518518518517
103,"Tesla, Inc.",5,0.18703241895261846,0.7780548628428927,0.034912718204488775
104,"Tesla, Inc.",5,0.2647058823529412,0.7132352941176471,0.022058823529411766
