company,n_train,n_test,acc_test,f1_macro_test,acc_cv_mean,f1_macro_cv_mean,horizon,flat_threshold_pct
Alphabet Inc.,2897,724,0.580110497237569,0.3894400569439753,0.6262023217247098,0.4005982461518676,1,0.1
"Amazon.com, Inc.",2909,727,0.6203576341127923,0.4058400099220158,0.5224422442244224,0.3652290412628206,1,0.1
Apple Inc.,2909,727,0.6657496561210454,0.36691749388147804,0.5828382838283828,0.37469613580569705,1,0.1
"Meta Platforms, Inc.",2414,604,0.6986754966887417,0.37127471252850425,0.6838966202783301,0.3667614501808953,1,0.1
Microsoft Corporation,2909,727,0.5997248968363136,0.37890210575947386,0.6125412541254125,0.38180697851405787,1,0.1
NVIDIA Corporation,2912,728,0.5068681318681318,0.32870429894735786,0.48943894389438947,0.3501153281031336,1,0.1
"Tesla, Inc.",2796,699,0.6180257510729614,0.3743981522942624,0.543298969072165,0.3673506397257421,1,0.1
Alphabet Inc.,2897,724,0.5621546961325967,0.32742552570646294,0.5694859038142621,0.3333653736930933,2,0.1
"Amazon.com, Inc.",2909,727,0.5680880330123796,0.3339401157334665,0.4561056105610561,0.2988945641491941,2,0.1
Apple Inc.,2909,727,0.5900962861072903,0.3112808661195758,0.503960396039604,0.3206812260619304,2,0.1
"Meta Platforms, Inc.",2414,604,0.6324503311258278,0.31968330030269865,0.6091451292246521,0.311174665893238,2,0.1
Microsoft Corporation,2909,727,0.547455295735901,0.2999164013446933,0.526072607260726,0.3284237854906604,2,0.1
NVIDIA Corporation,2912,728,0.4807692307692308,0.3574562443382145,0.37722772277227723,0.2975261190692503,2,0.1
"Tesla, Inc.",2796,699,0.5593705293276109,0.3231675113507883,0.45807560137457043,0.30473822830997477,2,0.1
Alphabet Inc.,2897,724,0.5538674033149171,0.3285942128554142,0.5393034825870646,0.332038626901263,3,0.1
"Amazon.com, Inc.",2909,727,0.517193947730399,0.3572981085257596,0.3815181518151815,0.2791051608833213,3,0.1
Apple Inc.,2909,727,0.5103163686382394,0.3424322256682557,0.45115511551155113,0.3080525649057421,3,0.1
"Meta Platforms, Inc.",2414,604,0.5728476821192053,0.3181939510414847,0.5666003976143141,0.29366432297628287,3,0.1
Microsoft Corporation,2909,727,0.5570839064649243,0.3141864928603189,0.44818481848184816,0.29160173010156365,3,0.1
NVIDIA Corporation,2912,728,0.4848901098901099,0.36152489682951544,0.3821782178217822,0.30564117258694895,3,0.1
"Tesla, Inc.",2796,699,0.5622317596566524,0.34490569849091773,0.44020618556701036,0.29789374413058034,3,0.1
Alphabet Inc.,2897,724,0.5220994475138122,0.315187478500172,0.5230514096185738,0.33026821851397214,4,0.1
"Amazon.com, Inc.",2909,727,0.5254470426409904,0.35383352707679255,0.3920792079207921,0.29097343602227144,4,0.1
Apple Inc.,2909,727,0.5543328748280605,0.2628306597182786,0.463036303630363,0.3180994858324308,4,0.1
"Meta Platforms, Inc.",2414,604,0.5612582781456954,0.332814881384982,0.4771371769383698,0.27696696491154554,4,0.1
Microsoft Corporation,2909,727,0.5612104539202201,0.3100509603145484,0.48283828382838284,0.29163466841209257,4,0.1
NVIDIA Corporation,2912,728,0.4848901098901099,0.3754293144701244,0.3306930693069307,0.27493092312026446,4,0.1
"Tesla, Inc.",2796,699,0.5507868383404864,0.3537368196966692,0.42302405498281787,0.3070591044440746,4,0.1
Alphabet Inc.,2897,724,0.5234806629834254,0.31900638123296815,0.5107794361525704,0.3040279930167828,5,0.1
"Amazon.com, Inc.",2909,727,0.45667125171939477,0.3398082355388259,0.35841584158415846,0.2602710381925369,5,0.1
Apple Inc.,2909,727,0.5584594222833562,0.26631529132294673,0.4897689768976898,0.322319301216862,5,0.1
"Meta Platforms, Inc.",2414,604,0.5811258278145696,0.3365009746588694,0.4711729622266402,0.27711449607267347,5,0.1
Microsoft Corporation,2909,727,0.5130674002751031,0.3062972568313306,0.4858085808580858,0.3099559219558208,5,0.1
NVIDIA Corporation,2912,728,0.4725274725274725,0.3653478863225181,0.3201320132013201,0.2651469538964237,5,0.1
"Tesla, Inc.",2796,699,0.5221745350500715,0.34235265784735697,0.3948453608247423,0.2897758618998326,5,0.1
