company,horizon,down,flat,up
Alphabet Inc.,1,0.0,0.9411764705882353,0.058823529411764705
Alphabet Inc.,1,0.0075528700906344415,0.9773413897280967,0.015105740181268883
Alphabet Inc.,1,0.0,0.8928571428571429,0.10714285714285714
"Amazon.com, Inc.",1,0.0,1.0,0.0
"Amazon.com, Inc.",1,0.01488095238095238,0.9672619047619048,0.017857142857142856
"Amazon.com, Inc.",1,0.0,0.9642857142857143,0.03571428571428571
Apple Inc.,1,0.20689655172413793,0.7931034482758621,0.0
Apple Inc.,1,0.1274658573596358,0.8694992412746586,0.0030349013657056147
Apple Inc.,1,0.20512820512820512,0.7948717948717948,0.0
"Meta Platforms, Inc.",1,0.047619047619047616,0.9523809523809523,0.0
"Meta Platforms, Inc.",1,0.016129032258064516,0.9802867383512545,0.0035842293906810036
"Meta Platforms, Inc.",1,0.041666666666666664,0.9583333333333334,0.0
Microsoft Corporation,1,0.0,1.0,0.0
Microsoft Corporation,1,0.0015060240963855422,0.9879518072289156,0.010542168674698794
Microsoft Corporation,1,0.0,0.9714285714285714,0.02857142857142857
NVIDIA Corporation,1,0.15384615384615385,0.8461538461538461,0.0
NVIDIA Corporation,1,0.05421686746987952,0.9367469879518072,0.009036144578313253
NVIDIA Corporation,1,0.02631578947368421,0.9736842105263158,0.0
"Tesla, Inc.",1,0.09523809523809523,0.9047619047619048,0.0
"Tesla, Inc.",1,0.02332814930015552,0.968895800933126,0.007776049766718507
"Tesla, Inc.",1,0.02857142857142857,0.9714285714285714,0.0
Alphabet Inc.,2,0.0,0.8723404255319149,0.1276595744680851
Alphabet Inc.,2,0.00186219739292365,0.9329608938547486,0.06517690875232775
Alphabet Inc.,2,0.0,0.8602150537634409,0.13978494623655913
"Amazon.com, Inc.",2,0.0,0.7857142857142857,0.21428571428571427
"Amazon.com, Inc.",2,0.023985239852398525,0.8782287822878229,0.09778597785977859
"Amazon.com, Inc.",2,0.019801980198019802,0.8712871287128713,0.10891089108910891
Apple Inc.,2,0.0297029702970297,0.9702970297029703,0.0
Apple Inc.,2,0.030303030303030304,0.9678030303030303,0.001893939393939394
Apple Inc.,2,0.04081632653061224,0.9591836734693877,0.0
"Meta Platforms, Inc.",2,0.07142857142857142,0.8928571428571429,0.03571428571428571
"Meta Platforms, Inc.",2,0.043668122270742356,0.9344978165938864,0.021834061135371178
"Meta Platforms, Inc.",2,0.056179775280898875,0.9325842696629213,0.011235955056179775
Microsoft Corporation,2,0.03225806451612903,0.9139784946236559,0.053763440860215055
Microsoft Corporation,2,0.016917293233082706,0.9097744360902256,0.07330827067669173
Microsoft Corporation,2,0.0,0.8431372549019608,0.1568627450980392
NVIDIA Corporation,2,0.32222222222222224,0.5444444444444444,0.13333333333333333
NVIDIA Corporation,2,0.30019120458891013,0.5869980879541109,0.11281070745697896
NVIDIA Corporation,2,0.3739130434782609,0.5130434782608696,0.11304347826086956
"Tesla, Inc.",2,0.21568627450980393,0.7450980392156863,0.0392156862745098
"Tesla, Inc.",2,0.14168377823408623,0.8151950718685832,0.043121149897330596
"Tesla, Inc.",2,0.20909090909090908,0.7181818181818181,0.07272727272727272
Alphabet Inc.,3,0.015748031496062992,0.5433070866141733,0.4409448818897638
Alphabet Inc.,3,0.011363636363636364,0.6772727272727272,0.31136363636363634
Alphabet Inc.,3,0.0,0.5987261146496815,0.4012738853503185
"Amazon.com, Inc.",3,0.03278688524590164,0.639344262295082,0.32786885245901637
"Amazon.com, Inc.",3,0.06550218340611354,0.6462882096069869,0.28820960698689957
"Amazon.com, Inc.",3,0.05442176870748299,0.6666666666666666,0.2789115646258503
Apple Inc.,3,0.225,0.4583333333333333,0.31666666666666665
Apple Inc.,3,0.21396396396396397,0.5,0.28603603603603606
Apple Inc.,3,0.22699386503067484,0.4785276073619632,0.294478527607362
"Meta Platforms, Inc.",3,0.060240963855421686,0.8795180722891566,0.060240963855421686
"Meta Platforms, Inc.",3,0.11928934010152284,0.8121827411167513,0.06852791878172589
"Meta Platforms, Inc.",3,0.11904761904761904,0.8253968253968254,0.05555555555555555
Microsoft Corporation,3,0.017241379310344827,0.9310344827586207,0.05172413793103448
Microsoft Corporation,3,0.01284796573875803,0.9207708779443254,0.06638115631691649
Microsoft Corporation,3,0.0,0.8888888888888888,0.1111111111111111
NVIDIA Corporation,3,0.16101694915254236,0.8220338983050848,0.01694915254237288
NVIDIA Corporation,3,0.14908256880733944,0.8188073394495413,0.03211009174311927
NVIDIA Corporation,3,0.15517241379310345,0.7873563218390804,0.05747126436781609
"Tesla, Inc.",3,0.2440944881889764,0.6692913385826772,0.08661417322834646
"Tesla, Inc.",3,0.1794871794871795,0.752913752913753,0.0675990675990676
"Tesla, Inc.",3,0.2746478873239437,0.6267605633802817,0.09859154929577464
Alphabet Inc.,4,0.006622516556291391,0.4966887417218543,0.4966887417218543
Alphabet Inc.,4,0.027777777777777776,0.601010101010101,0.3712121212121212
Alphabet Inc.,4,0.005649717514124294,0.5254237288135594,0.4689265536723164
"Amazon.com, Inc.",4,0.05517241379310345,0.5655172413793104,0.3793103448275862
"Amazon.com, Inc.",4,0.11707317073170732,0.5804878048780487,0.3024390243902439
"Amazon.com, Inc.",4,0.1744186046511628,0.5523255813953488,0.27325581395348836
Apple Inc.,4,0.42567567567567566,0.5067567567567568,0.06756756756756757
Apple Inc.,4,0.391644908616188,0.5587467362924282,0.04960835509138381
Apple Inc.,4,0.49489795918367346,0.4744897959183674,0.030612244897959183
"Meta Platforms, Inc.",4,0.09734513274336283,0.7256637168141593,0.17699115044247787
"Meta Platforms, Inc.",4,0.11285266457680251,0.7586206896551724,0.12852664576802508
"Meta Platforms, Inc.",4,0.16374269005847952,0.7017543859649122,0.13450292397660818
Microsoft Corporation,4,0.029197080291970802,0.8978102189781022,0.072992700729927
Microsoft Corporation,4,0.007444168734491315,0.9156327543424317,0.07692307692307693
Microsoft Corporation,4,0.0,0.8663101604278075,0.13368983957219252
NVIDIA Corporation,4,0.08527131782945736,0.8604651162790697,0.05426356589147287
NVIDIA Corporation,4,0.05303030303030303,0.8964646464646465,0.050505050505050504
NVIDIA Corporation,4,0.039603960396039604,0.8861386138613861,0.07425742574257425
"Tesla, Inc.",4,0.42483660130718953,0.3660130718954248,0.20915032679738563
"Tesla, Inc.",4,0.2928759894459103,0.5197889182058048,0.18733509234828497
"Tesla, Inc.",4,0.28313253012048195,0.4939759036144578,0.22289156626506024
Alphabet Inc.,5,0.0,0.3313253012048193,0.6686746987951807
Alphabet Inc.,5,0.03125,0.4914772727272727,0.4772727272727273
Alphabet Inc.,5,0.009708737864077669,0.32038834951456313,0.6699029126213593
"Amazon.com, Inc.",5,0.05521472392638037,0.558282208588957,0.38650306748466257
"Amazon.com, Inc.",5,0.12332439678284182,0.5388739946380697,0.3378016085790885
"Amazon.com, Inc.",5,0.16230366492146597,0.44502617801047123,0.39267015706806285
Apple Inc.,5,0.34591194968553457,0.6163522012578616,0.03773584905660377
Apple Inc.,5,0.34870317002881845,0.6282420749279539,0.023054755043227664
Apple Inc.,5,0.41818181818181815,0.5681818181818182,0.013636363636363636
"Meta Platforms, Inc.",5,0.17054263565891473,0.6046511627906976,0.2248062015503876
