,company,horizon,down,flat,up
0,Alphabet Inc.,1,0.12195121951219512,0.5691056910569106,0.3089430894308943
1,Alphabet Inc.,1,0.05835010060362173,0.6116700201207244,0.3299798792756539
2,Alphabet Inc.,1,0.038461538461538464,0.4230769230769231,0.5384615384615384
3,"Amazon.com, Inc.",1,0.22900763358778625,0.6793893129770993,0.0916030534351145
4,"Amazon.com, Inc.",1,0.12016293279022404,0.7657841140529531,0.11405295315682282
5,"Amazon.com, Inc.",1,0.14285714285714285,0.6,0.2571428571428571
6,Apple Inc.,1,0.22727272727272727,0.6742424242424242,0.09848484848484848
7,Apple Inc.,1,0.07926829268292683,0.8699186991869918,0.0508130081300813
8,Apple Inc.,1,0.04854368932038835,0.8543689320388349,0.0970873786407767
9,"Meta Platforms, Inc.",1,0.15853658536585366,0.7804878048780488,0.06097560975609756
10,"Meta Platforms, Inc.",1,0.04328018223234624,0.9043280182232346,0.05239179954441914
11,"Meta Platforms, Inc.",1,0.03614457831325301,0.8554216867469879,0.10843373493975904
12,Microsoft Corporation,1,0.07317073170731707,0.6097560975609756,0.3170731707317073
13,Microsoft Corporation,1,0.024242424242424242,0.6727272727272727,0.30303030303030304
14,Microsoft Corporation,1,0.01834862385321101,0.5045871559633027,0.47706422018348627
15,NVIDIA Corporation,1,0.037037037037037035,0.6018518518518519,0.3611111111111111
16,NVIDIA Corporation,1,0.020080321285140562,0.5903614457831325,0.3895582329317269
17,NVIDIA Corporation,1,0.00819672131147541,0.4672131147540984,0.5245901639344263
18,"Tesla, Inc.",1,0.25190839694656486,0.7175572519083969,0.030534351145038167
19,"Tesla, Inc.",1,0.16593886462882096,0.7838427947598253,0.05021834061135371
20,"Tesla, Inc.",1,0.1,0.7727272727272727,0.12727272727272726
21,Alphabet Inc.,2,0.0136986301369863,0.6917808219178082,0.2945205479452055
22,Alphabet Inc.,2,0.00437636761487965,0.7549234135667396,0.24070021881838075
23,Alphabet Inc.,2,0.01652892561983471,0.6363636363636364,0.34710743801652894
24,"Amazon.com, Inc.",2,0.09333333333333334,0.74,0.16666666666666666
25,"Amazon.com, Inc.",2,0.10762331838565023,0.7511210762331838,0.1412556053811659
26,"Amazon.com, Inc.",2,0.0916030534351145,0.7175572519083969,0.19083969465648856
27,Apple Inc.,2,0.1917808219178082,0.7808219178082192,0.0273972602739726
28,Apple Inc.,2,0.11659192825112108,0.8475336322869955,0.03587443946188341
29,Apple Inc.,2,0.14074074074074075,0.7851851851851852,0.07407407407407407
30,"Meta Platforms, Inc.",2,0.12,0.87,0.01
31,"Meta Platforms, Inc.",2,0.08121827411167512,0.8984771573604061,0.02030456852791878
32,"Meta Platforms, Inc.",2,0.14545454545454545,0.8090909090909091,0.045454545454545456
33,Microsoft Corporation,2,0.0,0.7142857142857143,0.2857142857142857
34,Microsoft Corporation,2,0.0,0.7256637168141593,0.2743362831858407
35,Microsoft Corporation,2,0.0,0.6592592592592592,0.34074074074074073
36,NVIDIA Corporation,2,0.09848484848484848,0.6136363636363636,0.2878787878787879
37,NVIDIA Corporation,2,0.0898876404494382,0.604494382022472,0.3056179775280899
38,NVIDIA Corporation,2,0.10596026490066225,0.46357615894039733,0.4304635761589404
39,"Tesla, Inc.",2,0.2138364779874214,0.7044025157232704,0.08176100628930817
40,"Tesla, Inc.",2,0.1654501216545012,0.7518248175182481,0.0827250608272506
41,"Tesla, Inc.",2,0.14728682170542637,0.7364341085271318,0.11627906976744186
42,Alphabet Inc.,3,0.006993006993006993,0.6363636363636364,0.35664335664335667
43,Alphabet Inc.,3,0.0069605568445475635,0.7703016241299304,0.22273781902552203
44,Alphabet Inc.,3,0.0,0.7,0.3
45,"Amazon.com, Inc.",3,0.18181818181818182,0.5594405594405595,0.25874125874125875
46,"Amazon.com, Inc.",3,0.16404494382022472,0.6089887640449438,0.22696629213483147
47,"Amazon.com, Inc.",3,0.1079136690647482,0.6690647482014388,0.22302158273381295
48,Apple Inc.,3,0.32857142857142857,0.5428571428571428,0.12857142857142856
49,Apple Inc.,3,0.29723502304147464,0.5645161290322581,0.1382488479262673
50,Apple Inc.,3,0.3006535947712418,0.5098039215686274,0.1895424836601307
51,"Meta Platforms, Inc.",3,0.16326530612244897,0.7959183673469388,0.04081632653061224
52,"Meta Platforms, Inc.",3,0.16971279373368145,0.7911227154046997,0.0391644908616188
53,"Meta Platforms, Inc.",3,0.2032520325203252,0.7154471544715447,0.08130081300813008
54,Microsoft Corporation,3,0.0,0.7,0.3
55,Microsoft Corporation,3,0.0,0.7391304347826086,0.2608695652173913
56,Microsoft Corporation,3,0.0,0.6788321167883211,0.32116788321167883
57,NVIDIA Corporation,3,0.09219858156028368,0.6382978723404256,0.2695035460992908
58,NVIDIA Corporation,3,0.09069212410501193,0.6467780429594272,0.26252983293556087
59,NVIDIA Corporation,3,0.13690476190476192,0.4880952380952381,0.375
60,"Tesla, Inc.",3,0.2229299363057325,0.7579617834394905,0.01910828025477707
61,"Tesla, Inc.",3,0.13054187192118227,0.8374384236453202,0.03201970443349754
62,"Tesla, Inc.",3,0.19852941176470587,0.7352941176470589,0.0661764705882353
63,Alphabet Inc.,4,0.0,0.609271523178808,0.39072847682119205
64,Alphabet Inc.,4,0.0,0.7440758293838863,0.2559241706161137
65,Alphabet Inc.,4,0.0,0.6291390728476821,0.3708609271523179
66,"Amazon.com, Inc.",4,0.1736111111111111,0.5902777777777778,0.2361111111111111
67,"Amazon.com, Inc.",4,0.1297539149888143,0.6353467561521253,0.2348993288590604
68,"Amazon.com, Inc.",4,0.1323529411764706,0.6102941176470589,0.25735294117647056
69,Apple Inc.,4,0.006802721088435374,0.9251700680272109,0.06802721088435375
70,Apple Inc.,4,0.03864734299516908,0.8816425120772947,0.07971014492753623
71,Apple Inc.,4,0.030120481927710843,0.8795180722891566,0.09036144578313253
72,"Meta Platforms, Inc.",4,0.10810810810810811,0.8108108108108109,0.08108108108108109
73,"Meta Platforms, Inc.",4,0.1327683615819209,0.8305084745762712,0.03672316384180791
74,"Meta Platforms, Inc.",4,0.1223021582733813,0.7769784172661871,0.10071942446043165
75,Microsoft Corporation,4,0.0072992700729927005,0.708029197080292,0.2846715328467153
76,Microsoft Corporation,4,0.0,0.8040540540540541,0.19594594594594594
77,Microsoft Corporation,4,0.0,0.773972602739726,0.22602739726027396
78,NVIDIA Corporation,4,0.13953488372093023,0.6124031007751938,0.24806201550387597
79,NVIDIA Corporation,4,0.13636363636363635,0.6291866028708134,0.23444976076555024
80,NVIDIA Corporation,4,0.15469613259668508,0.4198895027624309,0.425414364640884
81,"Tesla, Inc.",4,0.3464052287581699,0.6339869281045751,0.0196078431372549
82,"Tesla, Inc.",4,0.22141119221411193,0.7420924574209246,0.0364963503649635
83,"Tesla, Inc.",4,0.2740740740740741,0.6814814814814815,0.044444444444444446
84,Alphabet Inc.,5,0.0,0.618421052631579,0.3815789473684211
85,Alphabet Inc.,5,0.0,0.7572115384615384,0.24278846153846154
86,Alphabet Inc.,5,0.0,0.6538461538461539,0.34615384615384615
87,"Amazon.com, Inc.",5,0.16666666666666666,0.6388888888888888,0.19444444444444445
88,"Amazon.com, Inc.",5,0.25635103926096997,0.5542725173210161,0.18937644341801385
89,"Amazon.com, Inc.",5,0.12666666666666668,0.5866666666666667,0.2866666666666667
90,Apple Inc.,5,0.0,0.918918918918919,0.08108108108108109
91,Apple Inc.,5,0.004889975550122249,0.9266503667481663,0.06845965770171149
92,Apple Inc.,5,0.0,0.9,0.1
93,"Meta Platforms, Inc.",5,0.13274336283185842,0.8407079646017699,0.02654867256637168
94,"Meta Platforms, Inc.",5,0.09192200557103064,0.871866295264624,0.036211699164345405
95,"Meta Platforms, Inc.",5,0.16666666666666666,0.75,0.08333333333333333
96,Microsoft Corporation,5,0.007246376811594203,0.6666666666666666,0.32608695652173914
97,Microsoft Corporation,5,0.002257336343115124,0.7020316027088036,0.29571106094808125
98,Microsoft Corporation,5,0.0136986301369863,0.6712328767123288,0.3150684931506849
99,NVIDIA Corporation,5,0.0948905109489051,0.635036496350365,0.27007299270072993
100,NVIDIA Corporation,5,0.08433734939759036,0.6048192771084338,0.3108433734939759
101,NVIDIA Corporation,5,0.13068181818181818,0.4318181818181818,0.4375
102,"Tesla, Inc.",5,0.3765432098765432,0.5864197530864198,0.037037037037037035
