company,n_train,n_test,acc_test,f1_macro_test,acc_cv_mean,f1_macro_cv_mean,horizon,flat_threshold_pct
Alphabet Inc.,2897,724,0.6091160220994475,0.3832437255323946,0.6262023217247098,0.4005982461518676,1,0.1
"Amazon.com, Inc.",2909,727,0.6368638239339752,0.3763015114494816,0.5224422442244224,0.3652290412628206,1,0.1
Apple Inc.,2909,727,0.6795048143053645,0.3365758930760678,0.5828382838283828,0.37469613580569705,1,0.1
"Meta Platforms, Inc.",2414,604,0.7135761589403974,0.3685970821205302,0.6838966202783301,0.3667614501808953,1,0.1
Microsoft Corporation,2909,727,0.6258596973865199,0.35386687471315675,0.6125412541254125,0.38180697851405787,1,0.1
NVIDIA Corporation,2912,728,0.521978021978022,0.3339527090435679,0.48943894389438947,0.3501153281031336,1,0.1
"Tesla, Inc.",2796,699,0.6280400572246065,0.32565315610267154,0.543298969072165,0.3673506397257421,1,0.1
Alphabet Inc.,2897,724,0.585635359116022,0.3304548284926014,0.5694859038142621,0.3333653736930933,2,0.1
"Amazon.com, Inc.",2909,727,0.5914718019257221,0.2997357017689716,0.4561056105610561,0.2988945641491941,2,0.1
Apple Inc.,2909,727,0.6121045392022009,0.3022451600295912,0.503960396039604,0.3206812260619304,2,0.1
"Meta Platforms, Inc.",2414,604,0.6357615894039735,0.2920454577104867,0.6091451292246521,0.311174665893238,2,0.1
Microsoft Corporation,2909,727,0.5818431911966988,0.29902010761823844,0.526072607260726,0.3284237854906604,2,0.1
NVIDIA Corporation,2912,728,0.4876373626373626,0.3556831683067278,0.37722772277227723,0.2975261190692503,2,0.1
"Tesla, Inc.",2796,699,0.580829756795422,0.2903209569684316,0.45807560137457043,0.30473822830997477,2,0.1
Alphabet Inc.,2897,724,0.5593922651933702,0.31104625056129326,0.5393034825870646,0.332038626901263,3,0.1
"Amazon.com, Inc.",2909,727,0.5722145804676754,0.35036478263266696,0.3815181518151815,0.2791051608833213,3,0.1
Apple Inc.,2909,727,0.5735900962861072,0.31950978556954773,0.45115511551155113,0.3080525649057421,3,0.1
"Meta Platforms, Inc.",2414,604,0.5960264900662252,0.31331833425652555,0.5666003976143141,0.29366432297628287,3,0.1
Microsoft Corporation,2909,727,0.5598349381017882,0.293597280809557,0.44818481848184816,0.29160173010156365,3,0.1
NVIDIA Corporation,2912,728,0.4945054945054945,0.36190844260565563,0.3821782178217822,0.30564117258694895,3,0.1
"Tesla, Inc.",2796,699,0.5693848354792561,0.320670852364795,0.44020618556701036,0.29789374413058034,3,0.1
Alphabet Inc.,2897,724,0.5400552486187845,0.3097673289059508,0.5230514096185738,0.33026821851397214,4,0.1
"Amazon.com, Inc.",2909,727,0.562585969738652,0.3544557747329871,0.3920792079207921,0.29097343602227144,4,0.1
Apple Inc.,2909,727,0.5639614855570839,0.24773344425168997,0.463036303630363,0.3180994858324308,4,0.1
"Meta Platforms, Inc.",2414,604,0.5678807947019867,0.3109159159159159,0.4771371769383698,0.27696696491154554,4,0.1
Microsoft Corporation,2909,727,0.5818431911966988,0.3005654632448891,0.48283828382838284,0.29163466841209257,4,0.1
NVIDIA Corporation,2912,728,0.49038461538461536,0.37028114552674146,0.3306930693069307,0.27493092312026446,4,0.1
"Tesla, Inc.",2796,699,0.5693848354792561,0.34530482782467703,0.42302405498281787,0.3070591044440746,4,0.1
Alphabet Inc.,2897,724,0.5400552486187845,0.3066289240885274,0.5107794361525704,0.3040279930167828,5,0.1
"Amazon.com, Inc.",2909,727,0.5048143053645117,0.3445673579458108,0.35841584158415846,0.2602710381925369,5,0.1
Apple Inc.,2909,727,0.5653370013755158,0.25222060420451076,0.4897689768976898,0.322319301216862,5,0.1
"Meta Platforms, Inc.",2414,604,0.5894039735099338,0.3246115739403242,0.4711729622266402,0.27711449607267347,5,0.1
Microsoft Corporation,2909,727,0.5529573590096286,0.31245916555779424,0.4858085808580858,0.3099559219558208,5,0.1
NVIDIA Corporation,2912,728,0.47802197802197804,0.3669868798819611,0.3201320132013201,0.2651469538964237,5,0.1
"Tesla, Inc.",2796,699,0.5464949928469242,0.35083892570353226,0.3948453608247423,0.2897758618998326,5,0.1
