horizon,company,model,calibration,margin,score,acc_test,f1_macro_test,operable_share,operable_accuracy,operable_f1,dir_acc,dir_f1,dir_acc_operable,high_vol_dir_acc_operable,low_vol_dir_acc_operable,high_vol_dir_f1,low_vol_dir_f1,high_vol_coverage,low_vol_coverage
1,Alphabet Inc.,ensemble,raw,0.02,0.4296780146087626,0.5844875346260388,0.3705939284886654,0.23822714681440443,0.23837209302325582,0.21722222222222223,0.18061674008810572,0.2689393939393939,0.7068965517241379,0.6818181818181818,0.7222222222222222,0.2124479294290615,0.3168249660786974,0.20221606648199447,0.2742382271468144
1,Alphabet Inc.,ensemble,raw,0.04,0.428556925632136,0.5955678670360111,0.3670986852714757,0.21745152354570638,0.24203821656050956,0.21314959550253665,0.16740088105726872,0.2495060829780597,0.7037037037037037,0.6666666666666666,0.7272727272727273,0.2013406156901688,0.2914235190097259,0.18559556786703602,0.24930747922437674
1,Alphabet Inc.,ensemble,raw,0.06,0.43255069339375274,0.6135734072022161,0.3715429384705314,0.1925207756232687,0.2589928057553957,0.22692441657958898,0.15859030837004406,0.23995328343154432,0.7058823529411765,0.6666666666666666,0.7333333333333333,0.2013406156901688,0.27426470588235297,0.16897506925207756,0.21606648199445982
1,Alphabet Inc.,ensemble,raw,0.08,0.42108425504385694,0.6232686980609419,0.3518796126788943,0.15512465373961218,0.25,0.21176835895047352,0.12334801762114538,0.19155844155844154,0.717948717948718,0.6875,0.7391304347826086,0.15513513513513513,0.22338709677419355,0.1329639889196676,0.1772853185595568
1,Alphabet Inc.,ensemble,raw,0.1,0.4244682084939718,0.6371191135734072,0.356184371650442,0.13573407202216067,0.2755102040816326,0.23366013071895422,0.11894273127753303,0.18735182550972024,0.75,0.7142857142857143,0.7727272727272727,0.145,0.22418032786885245,0.11357340720221606,0.15789473684210525
1,Alphabet Inc.,ensemble,raw,0.12,0.42345519720895725,0.6454293628808865,0.3529593226622822,0.12049861495844875,0.28735632183908044,0.2329514457174032,0.11013215859030837,0.17393939393939395,0.7575757575757576,0.7692307692307693,0.75,0.14676056338028168,0.19789029535864977,0.10526315789473684,0.13573407202216067
1,Alphabet Inc.,ensemble,raw,0.14,0.4188753530838837,0.6509695290858726,0.34427979545209136,0.1038781163434903,0.28,0.23725055432372502,0.09251101321585903,0.150560398505604,0.7241379310344828,0.75,0.7058823529411765,0.13428571428571429,0.16491228070175437,0.09418282548476455,0.11357340720221606
1,Alphabet Inc.,ensemble,raw,0.16,0.41057872060384165,0.6537396121883656,0.33046342200821904,0.08448753462603878,0.26229508196721313,0.24444444444444446,0.07048458149779736,0.12038007863695938,0.7272727272727273,0.7777777777777778,0.6923076923076923,0.10955223880597015,0.12978871604364986,0.07756232686980609,0.09141274238227147
1,Alphabet Inc.,ensemble,raw,0.18,0.4096170169977816,0.6606648199445984,0.32805916299306875,0.07063711911357341,0.29411764705882354,0.2631578947368421,0.06607929515418502,0.11239310438441699,0.8333333333333334,0.8571428571428571,0.8181818181818182,0.09090909090909091,0.13097813025714972,0.06371191135734072,0.07756232686980609
1,Alphabet Inc.,ensemble,raw,0.2,0.4087369377538961,0.6634349030470914,0.32585896488335514,0.06509695290858726,0.2978723404255319,0.27215551743853633,0.06167400881057269,0.10582444626743231,0.8235294117647058,0.8571428571428571,0.8,0.09090909090909091,0.11842105263157894,0.060941828254847646,0.06925207756232687
1,Alphabet Inc.,tcn,temperature,0.0,0.35721660733257565,0.296398891966759,0.2185262828743754,0.7562326869806094,0.16666666666666666,0.10244956510686205,0.4008810572687225,0.3135778635778636,0.5229885057471264,0.47761194029850745,0.5514018691588785,0.25396825396825395,0.35903361344537815,0.6204986149584487,0.8919667590027701
