horizon,model,calibration,margin,score,acc_test,f1_macro_test,operable_share,operable_accuracy,operable_f1,dir_acc,dir_f1,dir_acc_operable,high_vol_dir_acc_operable,low_vol_dir_acc_operable,high_vol_dir_f1,low_vol_dir_f1,high_vol_coverage,low_vol_coverage,selection
2,ensemble,isotonic,0.0,0.3522146960036584,0.6144053578320479,0.2605636451377073,0.011135474078781593,0.2015533486121721,0.15826118326118327,0.005624595686452164,0.010915520439329963,0.4962962962962963,0.8333333333333334,0.19999999999999998,0.015938913810290622,0.006036217303822937,0.01271269695280738,0.009548907111508406,best_f1
2,ensemble,platt,0.0,0.3494179817706861,0.6187689927576056,0.25477596166910976,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,best_f1
2,ensemble,raw,0.04,0.3929546300775337,0.46313907605247034,0.3111481289963644,0.4161987402899988,0.2130989366980875,0.18499940891795505,0.2335481033917406,0.26996759822041677,0.5324624302365473,0.5549482299282331,0.5227588346096133,0.20975557186230803,0.30387100977993836,0.3002761689651195,0.5322860008603215,best_f1
2,ensemble,temperature,0.02,0.39386663228520735,0.4534732040868521,0.3120291627898681,0.4383284276725963,0.20808390708474836,0.17994050662435238,0.24411900653888768,0.281319507731394,0.5133110236491282,0.5382195753247949,0.5039125527886996,0.21382767200926697,0.3215933743195704,0.3143038382215599,0.5625286195994924,best_f1
2,stacked,meta,0.02,0.3525819367421269,0.6152203823161927,0.2611620761532378,0.010144766771773778,0.10049019607843138,0.0664935064935065,0.005958043723061391,0.011508477619009421,0.24285714285714288,0.29166666666666663,0.4166666666666667,0.014625850340136054,0.010847196021265649,0.012458896030112578,0.007827336126106865,best_f1
2,tcn,isotonic,0.02,0.37052803601440143,0.5685344386446084,0.2861847738495313,0.1432017550837276,0.20701269638290098,0.13412908179261432,0.07758513809652201,0.09580983251787734,0.4974142061998448,0.5410408432147562,0.32569404279930597,0.08796874558521929,0.09114308396996347,0.09278660906689039,0.1936319121706306,best_f1
2,tcn,platt,0.0,0.35766338670218334,0.6008623852585215,0.2649606447288981,0.0566708735360773,0.13066202090592335,0.06906077348066299,0.03785966683493185,0.03924646781789639,0.6147540983606558,0.6,0.6160714285714286,0.013186813186813187,0.04739010989010989,0.011806375442739079,0.10153591595078286,best_f1
2,tcn,raw,0.18,0.358295092073561,0.2675673336350427,0.20483647000851235,0.8466678530806945,0.19803193183022208,0.14833669930854915,0.43626220417428346,0.36874598835384137,0.5157503932487775,0.5571990759470763,0.49087886121349805,0.34470784833776996,0.38060561773409546,0.7861515264840536,0.9072111963111517,best_f1
2,tcn,temperature,0.2,0.36979909913289344,0.3379646644505601,0.2402782383816395,0.6925096900000679,0.20791115521993211,0.1552134268819705,0.36349310790916606,0.3205841997144144,0.5250351663137897,0.5914457756451533,0.4920604240842152,0.3059373559243365,0.32483878113986575,0.6500124819091815,0.7350117819881812,best_f1
3,ensemble,isotonic,0.0,0.3504360214371341,0.5719611749094907,0.2665862016641176,0.07508535403845366,0.16734663362952837,0.11018388463939469,0.03645465587393066,0.05091842445821881,0.41202592697157914,0.425,0.4242338961851157,0.012473234273070994,0.07153061224489796,0.027556930604022017,0.12274179196173043,best_f1
3,ensemble,platt,0.0,0.34527568032032824,0.599356068677486,0.25664101389673355,0.01438423645320197,0.2191780821917808,0.1198501872659176,0.0078010726474890294,0.012223071046600458,0.47058823529411764,0.0,0.48484848484848486,0.0,0.019704433497536946,0.0015741833923652107,0.02722967640094712,best_f1
3,ensemble,raw,0.02,0.38317613265908385,0.4412588522760272,0.2997293637143847,0.4339042313145952,0.20678324052723832,0.17682505643864005,0.23219901404053062,0.26923657094851633,0.5021462043914188,0.5892574461093416,0.4612481805713318,0.226699351473848,0.28188663797794006,0.34086324292175607,0.5270326105414971,best_f1
3,ensemble,temperature,0.04,0.3790880632938471,0.4640864864967251,0.29844055619991056,0.37038623107596397,0.20391623065042502,0.17349553848797666,0.19828336977117983,0.24030084309098296,0.508424938577226,0.6329398851739276,0.45433384741059984,0.2004782860033003,0.25054215237582506,0.294259793268994,0.44657429045052727,best_f1
3,stacked,meta,0.0,0.3480270252126866,0.5970142919047502,0.26257830260799075,0.020949937037950946,0.3659926470588235,0.2904091852735264,0.011699713106982803,0.021184872469537343,0.5377331002331003,0.3,0.7321428571428572,0.009972170686456403,0.029078512902042313,0.02295408260762957,0.018954998193467857,best_f1
