horizon,model,calibration,margin,score,acc_test,f1_macro_test,operable_share,operable_accuracy,operable_f1,dir_acc,dir_f1,dir_acc_operable,high_vol_dir_acc_operable,low_vol_dir_acc_operable,high_vol_dir_f1,low_vol_dir_f1,high_vol_coverage,low_vol_coverage
1,ensemble,temperature,0.04,0.4257141892842728,0.49400381284801753,0.3548183190561564,0.430926682613016,0.22197833907238126,0.2081546589803076,0.2843904610851997,0.36005372087285087,0.6330929755150235,0.6636365396598523,0.6116118723480254,0.30446248546184124,0.39251590507075346,0.3420527336131168,0.5199194817625933
1,ensemble,temperature,0.06,0.42428900177643153,0.5026116931561595,0.355161055701604,0.40589951116663087,0.22364050710016706,0.20991044650726856,0.26629362675163987,0.34554286687340785,0.6407304571444025,0.6601337162751476,0.626685387774986,0.2914020356180903,0.37758613845030836,0.3244373416276694,0.4874660095627818
1,ensemble,temperature,0.08,0.4280226059473809,0.5227309049480368,0.3629644858144983,0.3687222482118343,0.22841325877477597,0.21474106625320036,0.24761412752599074,0.3302741616357969,0.6400218014938527,0.6583037697682776,0.6256630586940961,0.2749876953480999,0.362365711609942,0.28728889744138425,0.45026912232802235
1,ensemble,temperature,0.1,0.42729600011694463,0.5412510885325454,0.3629037757618009,0.32817027199603016,0.2284513251317222,0.21254613750487028,0.22398378667106808,0.30479789745322444,0.65107903570691,0.6787946030337743,0.6346210278983389,0.25154931402326725,0.3340040120766496,0.2542320731880717,0.40220397472562514
1,ensemble,temperature,0.12,0.4239672166400704,0.5618452964274085,0.3587199007484088,0.27870568884871727,0.23053299005443745,0.208919608508283,0.1932675846232635,0.27152701208668917,0.6705459164112618,0.710628955156605,0.6409114890585573,0.2307961584532749,0.2911468059877193,0.21188849346568764,0.34559824038797615
1,ensemble,temperature,0.14,0.4246026679672488,0.582277261644104,0.3590586426544297,0.24034153123917662,0.23754463703123535,0.2066637631089431,0.17279957469701657,0.24879299972806881,0.6838255387019235,0.7293579714632347,0.6538074267209465,0.21299612908403098,0.2648195113712174,0.18289725905421234,0.29783744348260044
1,ensemble,temperature,0.16,0.41915194456168575,0.596833759735544,0.3488696161946066,0.20435297094812752,0.22509405896419984,0.19775617719617658,0.1444166190881789,0.2111357301637348,0.6775935828877006,0.7090539894887721,0.6751090646048629,0.17505051805902763,0.227954355507552,0.1481057293376596,0.2606502705532457
1,ensemble,temperature,0.18,0.4165616123062957,0.6067666642071876,0.34357501494720416,0.1821247032226946,0.2361461000405344,0.21751656999922309,0.1303466612507475,0.1929998820279946,0.664631248434646,0.7241425241425241,0.6233906924174484,0.15829801257806606,0.2093446035295132,0.12923735844563006,0.2350553762805006
1,ensemble,temperature,0.2,0.41752142414902155,0.6170183239128043,0.3444984829792243,0.16457350696105036,0.24871355561851138,0.22831964391534665,0.12331687465918781,0.18526945587745083,0.6891135554145381,0.7358796296296296,0.657671028078178,0.14976344068251787,0.20276715683500232,0.11663298975966982,0.21255078309906686
1,stacked,meta,0.0,0.3858014012455003,0.6739400993277549,0.28035821622143153,0.02041037512912871,0.2190185436454093,0.1527874902874903,0.01060340089465955,0.020079298776040626,0.5700000000000001,0.45098039215686275,0.775,0.015955975886289473,0.02363050483351235,0.02936558055857361,0.011442182461770608
1,stacked,meta,0.02,0.3862378063240254,0.6753194096725824,0.2808579602073533,0.018834291860255474,0.25595238095238093,0.1658862433862434,0.01060340089465955,0.020079298776040626,0.5700000000000001,0.45098039215686275,0.775,0.015955975886289473,0.02363050483351235,0.028184943014299708,0.009469017505180238
1,stacked,meta,0.04,0.3861227031379551,0.6759105426775085,0.28047168007468987,0.017849070185378624,0.2728006456820016,0.16706741326306543,0.009998074018146232,0.01904478878630676,0.5645833333333333,0.4375,0.775,0.014055685253604474,0.02363050483351235,0.027004305470025795,0.008679751522544089
1,stacked,meta,0.06,0.38521102839264654,0.6767389799064498,0.27866497410433694,0.015247233941659003,0.3,0.1891025641025641,0.008161220048036854,0.015709704393044137,0.5416666666666666,0.4523809523809524,0.75,0.014204378610728747,0.016904407068341492,0.02416842193344761,0.006311953574635644
