company,n_train,n_test,acc_test,f1_macro_test,acc_cv_mean,f1_macro_cv_mean,horizon,flat_threshold_pct
Alphabet Inc.,2890,722,0.40166204986149584,0.3398204109903055,0.4176079734219269,0.30732124990158677,1,0.1
"Amazon.com, Inc.",2902,725,0.496551724137931,0.40364662151112046,0.3437086092715232,0.26235112061714994,1,0.1
Apple Inc.,2902,725,0.5503448275862068,0.3689216521183734,0.3791390728476821,0.32678127600637386,1,0.1
"Meta Platforms, Inc.",2407,602,0.5780730897009967,0.3769247844465105,0.4447105788423153,0.3084597418722111,1,0.1
Microsoft Corporation,2902,725,0.5075862068965518,0.4089861909676151,0.402317880794702,0.3064875324279449,1,0.1
NVIDIA Corporation,2905,726,0.650137741046832,0.3219743055213872,0.39768595041322313,0.31925836478283104,1,0.1
"Tesla, Inc.",2789,697,0.47776183644189385,0.3878989446932309,0.46471600688468157,0.3303460697314908,1,0.1
Alphabet Inc.,2890,722,0.5110803324099723,0.36070293099278605,0.45946843853820596,0.3470337284395738,2,0.1
"Amazon.com, Inc.",2902,725,0.40827586206896554,0.34453892690906035,0.29271523178807946,0.2084609232484639,2,0.1
Apple Inc.,2902,725,0.45517241379310347,0.3608067788828888,0.35596026490066224,0.2797247363149259,2,0.1
"Meta Platforms, Inc.",2407,602,0.53156146179402,0.3839336045218398,0.4179640718562874,0.2831590002457116,2,0.1
Microsoft Corporation,2902,725,0.44413793103448274,0.355318155593399,0.3456953642384106,0.27708250373428633,2,0.1
NVIDIA Corporation,2905,726,0.5964187327823691,0.30445436932480613,0.3282644628099174,0.2725078796832545,2,0.1
"Tesla, Inc.",2789,697,0.42898134863701576,0.3629454926624738,0.3001721170395869,0.24488745643568005,2,0.1
Alphabet Inc.,2890,722,0.5,0.3360428294815472,0.44019933554817275,0.28488794158747677,3,0.1
"Amazon.com, Inc.",2902,725,0.31448275862068964,0.2704303445373585,0.34139072847682117,0.24300118924456368,3,0.1
Apple Inc.,2902,725,0.4496551724137931,0.34626377634693756,0.35993377483443706,0.26952468620820885,3,0.1
"Meta Platforms, Inc.",2407,602,0.48006644518272423,0.38736151601069957,0.3756487025948104,0.28224366609679763,3,0.1
Microsoft Corporation,2902,725,0.3737931034482759,0.3187908727409757,0.31986754966887415,0.23645265282588931,3,0.1
NVIDIA Corporation,2905,726,0.5495867768595041,0.31501943772600893,0.31272727272727274,0.2622476303994933,3,0.1
"Tesla, Inc.",2789,697,0.45050215208034433,0.34638242894056853,0.31600688468158344,0.23509728846132755,3,0.1
Alphabet Inc.,2890,722,0.44321329639889195,0.30994666121319264,0.44352159468438546,0.2902173816105266,4,0.1
"Amazon.com, Inc.",2902,725,0.37517241379310345,0.2906548722244648,0.3427152317880795,0.24124659103976503,4,0.1
Apple Inc.,2902,725,0.4317241379310345,0.30228111780462524,0.35198675496688736,0.26933076296099845,4,0.1
"Meta Platforms, Inc.",2407,602,0.4750830564784053,0.38173659080126576,0.37445109780439123,0.2508860537300005,4,0.1
Microsoft Corporation,2902,725,0.42758620689655175,0.36447882481637756,0.36158940397350997,0.26920692959724396,4,0.1
NVIDIA Corporation,2905,726,0.5165289256198347,0.33430991125094445,0.30380165289256195,0.24940835996568284,4,0.1
"Tesla, Inc.",2789,697,0.4117647058823529,0.32978324283111593,0.2746987951807229,0.21682018085119056,4,0.1
Alphabet Inc.,2890,722,0.46398891966759004,0.3212052251348616,0.4514950166112957,0.2810059302439066,5,0.1
"Amazon.com, Inc.",2902,725,0.3931034482758621,0.32123470970187057,0.3533112582781457,0.2661435521198858,5,0.1
Apple Inc.,2902,725,0.4910344827586207,0.27564930023513196,0.3913907284768212,0.2991972160000963,5,0.1
"Meta Platforms, Inc.",2407,602,0.4950166112956811,0.3591327230386925,0.35968063872255485,0.2460666817468622,5,0.1
Microsoft Corporation,2902,725,0.42758620689655175,0.3304895048438005,0.35331125827814575,0.2479325134284654,5,0.1
NVIDIA Corporation,2905,726,0.49586776859504134,0.32019994517132905,0.2823140495867769,0.248096537500588,5,0.1
"Tesla, Inc.",2789,697,0.48923959827833574,0.3998456953496572,0.3476764199655765,0.27358831561010943,5,0.1
